composition,Tc_sim,Tc_exp,contains_rare_earth,use_for_emb
Sr0.33La0.57Nd0.1Mn1O3,349.0,347.20500000000004,True,False
Sr0.33La0.603Gd0.067Mn1O3,323.5,,True,True
Sr0.33La0.66Mn1O3,,330.0,True,True
Sr0.33La0.67Co1O3,223.0,,True,True
Sr0.33La0.67Mn0.67Ni0.33O3,255.0,,True,True
Sr0.33La0.67Mn0.85Fe0.15O3,,109.0,True,True
Sr0.33La0.67Mn0.85V0.15O3,,289.5,True,True
Sr0.33La0.67Mn0.8Fe0.2O3,,100.0,True,True
Sr0.33La0.67Mn0.94Mo0.06O3,,361.0,True,True
Sr0.33La0.67Mn0.95Fe0.05O3,,287.5,True,True
Sr0.33La0.67Mn0.95O3,,381.0,True,True
Sr0.33La0.67Mn0.95V0.05O3,,326.0,True,True
Sr0.33La0.67Mn0.98Co0.02O3,,311.5,True,True
Sr0.33La0.67Mn0.9957Fe0.01O3,,375.0,True,False
Sr0.33La0.67Mn0.9Cr0.01O3,328.0,,True,True
Sr0.33La0.67Mn0.9Cr0.1O3,328.0,328.0,True,True
Sr0.33La0.67Mn0.9Fe0.1O3,266.0,222.5,True,True
Sr0.33La0.67Mn0.9Ni0.1O3,290.0,,True,True
Sr0.33La0.67Mn0.9O3,,379.0,True,True
Sr0.33La0.67Mn0.9V0.1O3,301.0,301.0,True,True
Sr0.33La0.67Mn1.05O3,,381.0,True,True
Sr0.33La0.67Mn1.1O3,,386.0,True,True
Sr0.33La0.67Mn1O3,361.0,352.575,True,True
Sr0.33La0.67Mn1O3.16,,265.0,True,True
Sr0.33La0.87Mn1O3,197.0,,True,True
Sr0.33Mn1Bi0.67O3,,300.0,False,True
Sr0.33Nd0.33Eu0.34Mn1O3,,185.0,True,True
Sr0.33Nd0.33Gd0.34Mn1O3,,160.0,True,True
Sr0.33Nd0.33Sm0.34Mn1O3,,217.0,True,True
Sr0.33Nd0.5Mn1O3,,248.5,True,True
Sr0.33Nd0.67Mn0.94Cr0.06O3,,250.0,True,True
Sr0.33Nd0.67Mn1O3,244.75,262.0,True,True
Sr0.33Pr0.67Mn1O3,,264.0,True,True
Sr0.33Sm0.67Mn1O3,,79.0,True,True
Sr0.34Ca0.16La0.35Pr0.15Mn1O3,,280.0,True,True
Sr0.35Ca0.15Nd0.5Mn1O3,,218.0,True,True
Sr0.35Ca0.1La0.55Mn1O3,,336.0,True,True
Sr0.35Eu0.65Mn0.5Fe0.5O3,,200.0,True,True
Sr0.35Eu0.65Mn0.9Fe0.1O3,,150.0,True,True
Sr0.35La0.35Eu0.3Mn1O3,,242.0,True,True
Sr0.35La0.35Pr0.3Mn1O3,,334.0,True,True
Sr0.35La0.45Eu0.2Mn1O3,,305.0,True,True
Sr0.35La0.45Pr0.2Mn1O3,348.0,344.0,True,True
Sr0.35La0.55Eu0.1Mn1O3,,343.0,True,True
Sr0.35La0.55Pr0.1Mn1O3,353.0,331.5,True,True
Sr0.35La0.55Pr0.1Ti0.05Mn0.95O3,288.0,288.0,True,True
Sr0.35La0.5Eu0.15Mn1O3,,324.0,True,True
Sr0.35La0.65Co1O3,,230.0,True,True
Sr0.35La0.65Mn0.95Fe0.05O3,,220.0,True,True
Sr0.35La0.65Mn0.9V0.1O3,,353.0,True,True
Sr0.35La0.65Mn1O3,341.0,366.0,True,True
Sr0.35La0.6Eu0.05Mn1O3,,352.0,True,True
Sr0.35La0.6Ti0.05Mn1O3,,185.0,True,True
Sr0.35Nd0.65Mn1O3,,254.0,True,True
Sr0.35Pr0.65Mn1O3,,295.0,True,True
Sr0.35Sm0.65Mn1O3,,85.0,True,True
Sr0.367La0.367Fe11.788Co0.212O19,,717.0,True,True
Sr0.36Ca0.04La0.6Mn1O3,363.0,,True,True
Sr0.36La0.64Fe1O3,,225.0,True,True
Sr0.373La0.666Mn0.943Cu0.018O3,,351.75,True,True
Sr0.37La0.63Mn1O3,,302.0,True,True
Sr0.37Nd0.63Mn1O3,300.0,273.0,True,True
Sr0.37Pr0.63Mn1O3,305.0,,True,True
Sr0.37Sm0.63Mn1O3,,138.0,True,True
Sr0.38Ca0.12La0.3Nd0.2Mn1O3,,275.0,True,True
Sr0.395La0.395Fe12O19,,720.0,True,True
Sr0.39Nd0.61Mn1O3,,285.0,True,True
Sr0.3Ca0.1La0.6Mn0.975Fe0.025O3,312.0,,True,True
Sr0.3Ca0.1Nd0.6Mn0.975Fe0.025O3,230.0,230.0,True,True
Sr0.3Ca0.1Pr0.6Mn0.925Fe0.075O3,115.0,112.0,True,True
Sr0.3Ca0.1Pr0.6Mn0.95Fe0.05O3,,185.0,True,True
Sr0.3Ca0.1Pr0.6Mn0.975Fe0.025O3,244.7,247.5,True,True
Sr0.3Ca0.1Pr0.6Mn1O3,270.0,270.0,True,True
Sr0.3Ca0.2Nd0.5Mn1O3,,195.0,True,True
Sr0.3Ca0.2Pr0.5Mn1O3,,225.0,True,True
Sr0.3Eu0.7Mn1O3,80.0,66.0,True,True
Sr0.3Gd1.7Mn1Ni1O6,,126.15,True,True
Sr0.3La0.14Nd0.56Mn1O3,268.0,,True,True
Sr0.3La0.1Nd0.6Mn1O3,249.32,250.0,True,True
Sr0.3La0.2Eu0.5Mn1O3,,111.0,True,True
Sr0.3La0.2Pr0.5Mn1O3,,299.0,True,True
Sr0.3La0.35Mn1Bi0.35O3,,286.0,True,True
Sr0.3La0.3Eu0.4Mn1O3,,152.0,True,True
Sr0.3La0.3Nd0.4Mn1O3,,308.0,True,True
Sr0.3La0.3Pr0.4Mn1O3,,319.0,True,True
Sr0.3La0.45Mn1Bi0.25O3,,300.0,True,True
Sr0.3La0.45Nd0.25Mn1O3,,308.0,True,True
Sr0.3La0.4Ce0.3Mn1O3,,310.0,True,True
Sr0.3La0.4Dy0.3Mn1O3,,180.0,True,True
Sr0.3La0.4Eu0.3Mn1O3,272.0,,True,True
Sr0.3La0.4Mn1Bi0.3O3,,295.0,True,True
Sr0.3La0.4Nd0.3Mn0.7Cr0.3O3,,191.0,True,True
Sr0.3La0.4Pr0.3Mn1O3,295.5,,True,True
Sr0.3La0.4Sm0.3Mn1O3,256.0,,True,True
Sr0.3La0.55Ce0.15Mn1O3,,356.0,True,True
Sr0.3La0.55Gd0.15Mn1O3,,311.0,True,True
Sr0.3La0.55Ho0.15Mn1O3,,200.0,True,True
Sr0.3La0.56Ce0.14Mn1O3,,357.0,True,True
Sr0.3La0.56Eu0.14Mn1O3,306.0,,True,True
Sr0.3La0.57Nd0.33Mn1O3,349.0,,True,False
Sr0.3La0.5Ce0.2Mn1O3,,348.0,True,True
Sr0.3La0.5Dy0.2Mn1O3,,217.8,True,True
Sr0.3La0.5Eu0.2Mn1O3,281.0,,True,True
Sr0.3La0.5Gd0.2Mn1O3,270.4,254.25,True,True
Sr0.3La0.5Mn1Bi0.2O3,,370.0,True,True
Sr0.3La0.5Sm0.2Mn0.85Fe0.15O3,,94.0,True,True
Sr0.3La0.5Sm0.2Mn0.95Fe0.05O3,,253.0,True,True
Sr0.3La0.5Sm0.2Mn0.9Fe0.1O3,,136.0,True,True
Sr0.3La0.5Sm0.2Mn1O3,,278.0,True,True
Sr0.3La0.65Ce0.05Mn0.9Cu0.1O3,305.0,,True,True
Sr0.3La0.65Dy0.05Mn1O3,265.0,,True,True
Sr0.3La0.65Eu0.05Mn0.85Cr0.15O3,278.0,278.0,True,True
Sr0.3La0.65Eu0.05Mn0.95Cr0.05O3,338.0,338.0,True,True
Sr0.3La0.65Eu0.05Mn0.95Ni0.05O3,,317.0,True,True
Sr0.3La0.65Eu0.05Mn0.9Cr0.1O3,310.0,310.0,True,True
Sr0.3La0.65Gd0.05Mn1O3,,356.0,True,True
Sr0.3La0.65Nd0.05Mn1O3,,352.0,True,True
Sr0.3La0.665Eu0.035Mn1O3,357.0,,True,True
Sr0.3La0.67Dy0.03Mn1O3,264.0,264.0,True,True
Sr0.3La0.69Dy0.01Mn1O3,315.0,315.0,True,True
Sr0.3La0.6Ce0.1Mn1O3,,359.0,True,True
Sr0.3La0.6Dy0.1Mn1O3,307.0,,True,True
Sr0.3La0.6Eu0.1Mn1O3,324.0,,True,True
Sr0.3La0.6Gd0.1Mn0.85Si0.15O3,,278.0,True,True
Sr0.3La0.6Gd0.1Mn0.8Si0.2O3,,271.0,True,True
Sr0.3La0.6Gd0.1Mn0.95In0.05O3,,309.0,True,True
Sr0.3La0.6Gd0.1Mn0.95Si0.05O3,,330.0,True,True
Sr0.3La0.6Gd0.1Mn0.9In0.1O3,,280.0,True,True
Sr0.3La0.6Gd0.1Mn0.9Si0.1O3,,294.0,True,True
Sr0.3La0.6Gd0.1Mn1O3,,335.0,True,True
Sr0.3La0.6Mn0.95Fe0.15O3,,180.0,True,True
Sr0.3La0.6Mn0.9Cu0.1Bi0.1O3,,300.0,True,True
Sr0.3La0.6Mn1.05Fe0.05O3,,320.0,True,True
Sr0.3La0.6Mn1.1O3,,330.0,True,True
Sr0.3La0.6Mn1Bi0.1O3,,295.0,True,True
Sr0.3La0.6Mn1Fe0.1O3,,250.0,True,True
Sr0.3La0.6Pr0.1Mn0.85Ru0.15O3,344.0,345.6,True,False
Sr0.3La0.6Pr0.1Mn0.95Ru0.05O3,,352.2,True,False
Sr0.3La0.6Pr0.1Mn0.9Fe0.1O3,287.5,205.0,True,True
Sr0.3La0.6Pr0.1Mn1O3,343.0,329.0,True,True
Sr0.3La0.7Co0.7Ru0.3O3,,154.0,True,False
Sr0.3La0.7Co1O3,235.0,230.0,True,True
Sr0.3La0.7Fe0.4Co0.6O3,,230.0,True,True
Sr0.3La0.7Fe0.5Co0.5O3,,230.0,True,True
Sr0.3La0.7Fe0.6Co0.4O3,,230.0,True,True
Sr0.3La0.7Fe0.7Co0.3O3,,230.0,True,True
Sr0.3La0.7Mn0.093Fe0.07O3,296.0,,True,True
Sr0.3La0.7Mn0.1Co0.1O3,281.0,,True,True
Sr0.3La0.7Mn0.1Co0.9O3,,175.0,True,True
Sr0.3La0.7Mn0.5Cr0.5O3,226.0,226.0,True,True
Sr0.3La0.7Mn0.6Cr0.4O3,242.0,242.0,True,True
Sr0.3La0.7Mn0.75Fe0.25O3,,93.0,True,True
Sr0.3La0.7Mn0.7Cr0.3O3,,240.0,True,True
Sr0.3La0.7Mn0.7Fe0.3O3,,102.0,True,True
Sr0.3La0.7Mn0.7Ga0.3O3,,50.0,True,True
Sr0.3La0.7Mn0.83Nb0.17O3,,150.0,True,True
Sr0.3La0.7Mn0.85Cr0.15O3,,290.0,True,True
Sr0.3La0.7Mn0.85Cu0.15O3,,328.0,True,True
Sr0.3La0.7Mn0.85Fe0.15O3,180.0,175.0,True,True
Sr0.3La0.7Mn0.85Ga0.15O3,,215.0,True,True
Sr0.3La0.7Mn0.85Nb0.15O3,123.0,150.0,True,True
Sr0.3La0.7Mn0.85Sb0.15O3,,145.0,True,True
Sr0.3La0.7Mn0.875Ni0.125O3,180.0,,True,True
Sr0.3La0.7Mn0.8Cr0.2O3,286.0,286.0,True,True
Sr0.3La0.7Mn0.8Fe0.2O3,94.0,137.0,True,True
Sr0.3La0.7Mn0.925Ni0.075O3,256.0,,True,True
Sr0.3La0.7Mn0.92Co0.08O3,297.0,,True,True
Sr0.3La0.7Mn0.93Fe0.07O3,296.0,296.0,True,True
Sr0.3La0.7Mn0.94Co0.06O3,310.0,,True,True
Sr0.3La0.7Mn0.95Al0.05O3,332.0,336.24,True,True
Sr0.3La0.7Mn0.95Co0.05O3,190.7,300.0,True,True
Sr0.3La0.7Mn0.95Cu0.05O3,350.0,350.0,True,True
Sr0.3La0.7Mn0.95Cu0.1O3,350.0,,True,True
Sr0.3La0.7Mn0.95Fe0.05O3,343.0,330.0,True,True
Sr0.3La0.7Mn0.95Mo0.05O3,,355.0,True,True
Sr0.3La0.7Mn0.97Ni0.03O3,342.7,344.35,True,True
Sr0.3La0.7Mn0.98Ni0.02O3,352.6,354.05,True,True
Sr0.3La0.7Mn0.99Fe0.01O3,,353.0,True,True
Sr0.3La0.7Mn0.99Ni0.01O3,357.3,365.0,True,True
Sr0.3La0.7Mn0.9Al0.1O3,310.0,,True,True
Sr0.3La0.7Mn0.9Co0.1O3,260.0,260.0,True,True
Sr0.3La0.7Mn0.9Cr0.1O3,320.5,,True,True
Sr0.3La0.7Mn0.9Cu0.1O3,350.0,344.5,True,True
Sr0.3La0.7Mn0.9Fe0.1O3,260.0,260.0,True,True
Sr0.3La0.7Mn0.9Ru0.1O3,,355.0,True,False
Sr0.3La0.7Mn0.9Sn0.1O3,226.5,,True,True
Sr0.3La0.7Mn1O3,363.0,359.0,True,True
Sr0.3La0.7Mn1Zn1O4,,348.0,True,True
Sr0.3La0.7Ti0.05Mn0.95O3,308.0,323.35,True,True
Sr0.3La0.7Ti0.1Mn0.9O3,210.0,210.0,True,True
Sr0.3La0.7Ti0.2Mn0.8O3,336.24,172.0,True,True
Sr0.3La0.7Ti0.3Mn0.7O3,,142.0,True,True
Sr0.3Li0.2Pr0.5Mn1O3,290.0,290.0,True,True
Sr0.3Mn1Bi0.7O3,,100.0,False,True
Sr0.3Nd0.49Y0.21Mn1O3,,105.0,True,True
Sr0.3Nd0.56Y0.14Mn1O3,,139.0,True,True
Sr0.3Nd0.5Mn1O3,,250.0,True,True
Sr0.3Nd0.63Y0.07Mn1O3,,186.0,True,True
Sr0.3Nd0.651Y0.049Mn1O3,175.0,175.0,True,True
Sr0.3Nd0.6Dy0.1Mn0.8Ga0.2O3,,65.0,True,True
Sr0.3Nd0.6Dy0.1Mn0.98Ga0.02O3,,230.0,True,True
Sr0.3Nd0.6Dy0.1Mn1O3,,230.0,True,True
Sr0.3Nd0.6Gd0.1Mn1O3,,125.0,True,True
Sr0.3Nd0.7Co1O3,,182.5,True,True
Sr0.3Nd0.7Mn1O2.85,,50.0,True,True
Sr0.3Nd0.7Mn1O2.9,,89.0,True,True
Sr0.3Nd0.7Mn1O2.96,,171.0,True,True
Sr0.3Nd0.7Mn1O2.98,,203.0,True,True
Sr0.3Nd0.7Mn1O2.99,,215.0,True,True
Sr0.3Nd0.7Mn1O3,240.0,216.5,True,True
Sr0.3Pr0.1Nd0.6Mn1O3,,171.0,True,True
Sr0.3Pr0.53Mn1O3,286.0,,True,True
Sr0.3Pr0.5Gd0.2Mn1O3,,137.0,True,True
Sr0.3Pr0.5Mn1Ag0.2O3,305.0,305.0,True,True
Sr0.3Pr0.5Nd0.2Mn1O3,,242.0,True,True
Sr0.3Pr0.5Sm0.2Mn1O3,,179.0,True,True
Sr0.3Pr0.62Ho0.08Mn1O3,,169.0,True,True
Sr0.3Pr0.63Mn1Bi0.07O3,242.6,250.0,True,True
Sr0.3Pr0.63Sm0.07Mn1O3,210.7,215.0,True,True
Sr0.3Pr0.66Ho0.04Mn1O3,,201.0,True,True
Sr0.3Pr0.6Ho0.1Mn1O3,,146.0,True,True
Sr0.3Pr0.7Co1O3,158.0,220.0,True,True
Sr0.3Pr0.7Mn0.9Cr0.1O3,,182.0,True,True
Sr0.3Pr0.7Mn1O3,260.0,261.0,True,True
Sr0.3Sm0.55Mn1Ag0.15O3,,99.0,True,True
Sr0.3Sm0.7Mn0.95Fe0.05O3,,90.0,True,True
Sr0.3Sm0.7Mn1O3,106.5,111.5,True,True
Sr0.41Ca0.09Pr0.5Mn1O3,,250.0,True,True
Sr0.41Nd0.59Mn1O3,,295.0,True,True
Sr0.42Eu0.58Mn1O3,,57.5,True,True
Sr0.42Sm0.58Mn1O3,135.0,,True,True
Sr0.44Gd0.56Ti1O3,,3.0,True,True
Sr0.44Sm0.56Mn1O3,134.0,127.0,True,True
Sr0.45Ca0.05Nd0.5Mn1O3,,250.0,True,True
Sr0.45Ca0.55Zn0.88Fe11.6O27,,623.15,False,True
Sr0.45Eu0.55Mn1O3,,50.0,True,True
Sr0.45La0.55Mn1O3,,350.0,True,True
Sr0.45Li0.05Pr0.5Mn1O3,,260.0,True,True
Sr0.45Nd0.15Eu0.4Mn1O3,,112.0,True,True
Sr0.45Nd0.55Mn1O3,267.0,276.0,True,True
Sr0.45Nd0.5Mn1O3,273.0,,True,True
Sr0.45Pr0.2Sm0.35Mn1O3,182.52,182.5,True,True
Sr0.45Pr0.3Sm0.25Mn1O3,225.42,226.0,True,True
Sr0.45Pr0.4Sm0.15Mn1O3,,254.0,True,True
Sr0.45Pr0.55Mn1O3,291.0,304.0,True,True
Sr0.45Pr0.65Mn1O3,301.0,,True,True
Sr0.45Sm0.165Gd0.385Mn1O3,,70.5,True,True
Sr0.45Sm0.275Gd0.275Mn1O3,,58.8,True,True
Sr0.45Sm0.55Mn1O3,165.0,126.0,True,True
Sr0.45Tb0.25Nd0.3Mn1O3,,76.0,True,True
Sr0.45Tb0.33Nd0.22Mn1O3,,50.0,True,True
Sr0.45Tb0.385Nd0.165Mn1O3,,43.0,True,True
Sr0.46Eu0.54S1,,5.0,True,True
Sr0.472La0.472Fe11.734Co0.266O19,,700.0,True,True
Sr0.48Nd0.156Sm0.364Mn1O3,176.0,,True,True
Sr0.48Pr0.52Mn1O3,274.0,290.0,True,True
Sr0.48Sm0.52Mn1O3,117.0,,True,True
Sr0.4Ca0.05La0.55Mn1O3,,342.0,True,True
Sr0.4Ca0.1Nd0.5Mn1O3,,247.5,True,True
Sr0.4Ca0.1Pr0.5Mn1O3,,261.0,True,True
Sr0.4Ca0.33La0.23Eu0.4Mn1O3,,160.0,True,True
Sr0.4Ca0.6Co1O3,,218.0,False,True
Sr0.4Ca0.6Ru1O3,,147.0,False,False
Sr0.4Ca1.6Fe1Mo1O6,,382.0,False,True
Sr0.4Eu0.6Mg2H6,,15.0,True,True
Sr0.4Eu0.6Mn1O3,,44.0,True,True
Sr0.4La0.3Mn1Bi0.3O3,,187.0,True,True
Sr0.4La0.45Co1Bi0.15O3,190.0,,True,True
Sr0.4La0.55Gd0.05Mn1O3,,352.0,True,True
Sr0.4La0.57Pr0.03Mn1O3,,368.0,True,False
Sr0.4La0.5875Gd0.0125Mn1O3,,360.0,True,True
Sr0.4La0.5Gd0.1Mn1O3,,336.0,True,True
Sr0.4La0.5Sm0.1Mn0.95In0.05O3,,294.0,True,True
Sr0.4La0.5Sm0.1Mn0.9In0.1O3,,251.0,True,True
Sr0.4La0.5Sm0.1Mn1O3,,310.0,True,True
Sr0.4La0.6Co0.6Ru0.4O3,,154.0,True,False
Sr0.4La0.6Co1O3,233.5,237.0,True,True
Sr0.4La0.6Mn0.5Cr0.25Fe0.25O3,,110.0,True,True
Sr0.4La0.6Mn0.6Cr0.2Fe0.2O3,,165.0,True,True
Sr0.4La0.6Mn0.7Cr0.15Fe0.15O3,,185.0,True,True
Sr0.4La0.6Mn0.8Cr0.1Fe0.1O3,212.34,231.17000000000002,True,True
Sr0.4La0.6Mn0.9Al0.1O3,,321.0,True,True
Sr0.4La0.6Mn0.9V0.1O3,356.407,,True,True
Sr0.4La0.6Mn1O3,363.0,361.0,True,True
Sr0.4Li0.1Pr0.5Mn1O3,,280.0,True,True
Sr0.4Nd0.6Co1O3,,191.0,True,True
Sr0.4Nd0.6Mn0.3Co0.7O3,,165.0,True,True
Sr0.4Nd0.6Mn0.7Co0.3O3,,130.0,True,True
Sr0.4Nd0.6Mn0.8Co0.2O3,,133.0,True,True
Sr0.4Nd0.6Mn0.8Ni0.2O3,,123.0,True,True
Sr0.4Nd0.6Mn0.8Zn0.2O3,,47.0,True,True
Sr0.4Nd0.6Mn0.9Co0.1O3,,136.0,True,True
Sr0.4Nd0.6Mn0.9Ni0.1O3,,129.0,True,True
Sr0.4Nd0.6Mn0.9Zn0.1O3,,230.5,True,True
Sr0.4Nd0.6Mn1O3,324.0,255.0,True,True
Sr0.4Pr0.35Mn1Bi0.25O3,,241.0,True,True
Sr0.4Pr0.45Mn1Bi0.15O3,,283.0,True,True
Sr0.4Pr0.4Eu0.2Mn1O3,238.0,238.0,True,True
Sr0.4Pr0.4Mn1Bi0.2O3,,264.0,True,True
Sr0.4Pr0.55Mn1Bi0.05O3,,301.0,True,True
Sr0.4Pr0.5Dy0.1Mn1O3,248.0,248.0,True,True
Sr0.4Pr0.5Er0.1Mn1O3,,188.5,True,True
Sr0.4Pr0.5Eu0.1Mn1O3,270.0,270.0,True,True
Sr0.4Pr0.5Gd0.1Mn1O3,258.0,258.0,True,True
Sr0.4Pr0.5Mn1Ag0.1O3,,283.0,True,True
Sr0.4Pr0.5Mn1Bi0.1O3,,292.5,True,True
Sr0.4Pr0.5Mn1O3,211.0,,True,True
Sr0.4Pr0.6Co1O3,204.0,216.5,True,True
Sr0.4Pr0.6Mn0.8Bi0.2O3,,225.0,True,True
Sr0.4Pr0.6Mn0.9Bi0.1O3,,252.0,True,True
Sr0.4Pr0.6Mn0.9Fe0.1O3,123.0,118.0,True,True
Sr0.4Pr0.6Mn1O3,310.0,308.0,True,True
Sr0.4Sm0.6Mn1O3,119.0,116.0,True,True
Sr0.4Sm1.6Mn1Ni1O6,,156.0,True,True
Sr0.4Y0.6Co1O3,,65.0,True,True
Sr0.511La0.511Fe11.839Co0.161O19,,712.0,True,True
Sr0.51Nd0.49Mn1O3.035,,244.0,True,True
Sr0.55La0.45Mn0.85Co0.15O3,,261.0,True,True
Sr0.55La0.45Mn0.95Co0.05O3,,317.0,True,True
Sr0.55La0.45Mn0.9Co0.1O3,,277.0,True,True
Sr0.55La0.45Mn1O3,200.0,277.0,True,True
Sr0.5Ca0.5Ru1O3,,54.0,False,False
Sr0.5Ca1.5Cr1Sb1O6,,11.0,False,True
Sr0.5Ca1.5Fe1Mo1O6,,385.0,False,True
Sr0.5Ce0.4Pr0.1Mn1O3,250.0,,True,True
Sr0.5Eu0.5Co1O3,154.0,155.0,True,True
Sr0.5Eu0.5Mn1O3,,43.0,True,True
Sr0.5Eu0.5S1,0.53,,True,True
Sr0.5Gd0.5Co1O2.95,,140.0,True,True
Sr0.5Gd0.5Co1O3,,130.0,True,True
Sr0.5Gd0.5Mn1O3,110.0,,True,True
Sr0.5Gd1.5Mn1Ni1O6,,127.13,True,True
Sr0.5La0.15Pr0.35Mn1O3,,275.6,True,True
Sr0.5La0.19Sm0.31Mn1O3,,236.0,True,True
Sr0.5La0.1Pr0.4Mn1O3,,275.8,True,True
Sr0.5La0.2Pr0.3Mn1O3,,280.0,True,True
Sr0.5La0.3Gd0.2Mn0.5Cr0.5O3,,93.0,True,True
Sr0.5La0.3Nd0.2Mn0.5Cr0.5O3,,177.0,True,True
Sr0.5La0.3Sm0.2Mn0.5Cr0.5O3,,162.0,True,True
Sr0.5La0.5Co0.5Ru0.5O3,,154.0,True,False
Sr0.5La0.5Co0.95Ru0.05O3,,200.0,True,False
Sr0.5La0.5Co0.975Ru0.025O3,,234.0,True,False
Sr0.5La0.5Co0.9Mo0.1O3,,175.0,True,True
Sr0.5La0.5Co0.9Ru0.1O3,,155.0,True,False
Sr0.5La0.5Co1O3,250.0,243.0,True,True
Sr0.5La0.5Fe0.1Co0.9O3,,240.0,True,True
Sr0.5La0.5Fe0.2Co0.8O3,,230.0,True,True
Sr0.5La0.5Fe0.3Co0.7O3,,190.0,True,True
Sr0.5La0.5Fe0.4Co0.6O3,,166.0,True,True
Sr0.5La0.5Fe11.5Cu0.5O19,,702.75,True,True
Sr0.5La0.5Mn0.05Co0.95O3,,241.0,True,True
Sr0.5La0.5Mn0.1Co0.9O3,,235.0,True,True
Sr0.5La0.5Mn0.5Co0.5O3,,250.0,True,True
Sr0.5La0.5Mn0.85Cr0.15O3,,276.0,True,True
Sr0.5La0.5Mn0.8Cr0.2O3,,251.0,True,True
Sr0.5La0.5Mn0.95Cr0.05O3,,319.0,True,True
Sr0.5La0.5Mn0.9Cr0.1O3,,297.0,True,True
Sr0.5La0.5Mn1O2.88,,314.0,True,True
Sr0.5La0.5Mn1O3,310.0,325.0,True,True
Sr0.5La0.5Ti0.15Mn0.85O3,,170.0,True,True
Sr0.5La0.5Ti0.175Mn0.825O3,,150.0,True,True
Sr0.5La0.5Ti0.1Mn0.9O3,,348.0,True,True
Sr0.5La0.5Ti0.3Mn0.7O3,,265.0,True,True
Sr0.5La0.5Ti0.5Mn0.5O3,,80.0,True,True
Sr0.5La0.5Ti0.93Co0.07O3,,823.15,True,True
Sr0.5La0.5V0.01Co0.99O3,,225.0,True,True
Sr0.5La0.5V0.02Co0.98O3,,227.0,True,True
Sr0.5La0.5V0.1Co0.9O3,,229.0,True,True
Sr0.5La1.5Co1Ir1O6,,68.0,True,True
Sr0.5La1.5Mn1Co1O6,,226.0,True,True
Sr0.5Mn1Bi0.5O3,150.0,,False,True
Sr0.5Nd0.0625Sm0.4375Mn1O3,120.0,,True,True
Sr0.5Nd0.5Co1O3,,222.0,True,True
Sr0.5Nd0.5Mn0.1Co0.9O3,,215.0,True,True
Sr0.5Nd0.5Mn0.3Co0.7O3,,125.0,True,True
Sr0.5Nd0.5Mn0.85Cr0.15O3,,200.0,True,True
Sr0.5Nd0.5Mn0.8Cr0.2O3,,200.0,True,True
Sr0.5Nd0.5Mn0.93Cu0.07O3,,185.0,True,True
Sr0.5Nd0.5Mn0.95Cr0.05O3,,235.0,True,True
Sr0.5Nd0.5Mn0.96Cu0.04O3,,194.0,True,True
Sr0.5Nd0.5Mn0.97Ga0.03O3,,210.0,True,True
Sr0.5Nd0.5Mn0.97Ge0.03O3,,237.0,True,True
Sr0.5Nd0.5Mn0.98Cu0.02O3,,221.5,True,True
Sr0.5Nd0.5Mn0.98Fe0.02O3,,215.0,True,True
Sr0.5Nd0.5Mn0.995Cr0.005O3,,246.0,True,True
Sr0.5Nd0.5Mn0.999Cr0.001O3,,256.0,True,True
Sr0.5Nd0.5Mn0.99Cr0.01O3,,254.5,True,True
Sr0.5Nd0.5Mn0.99Ga0.01O3,,248.0,True,True
Sr0.5Nd0.5Mn0.99Ge0.01O3,,249.0,True,True
Sr0.5Nd0.5Mn0.9Cr0.1O3,,230.0,True,True
Sr0.5Nd0.5Mn0.9Cu0.1O3,260.0,260.0,True,True
Sr0.5Nd0.5Mn1O3,239.0,250.0,True,True
Sr0.5Pr0.15Sm0.35Mn1O3,,190.5,True,True
Sr0.5Pr0.1Nd0.4Mn1O3,,270.0,True,True
Sr0.5Pr0.25Nd0.25Mn1O3,,265.0,True,True
Sr0.5Pr0.2Nd0.3Mn1O3,,280.0,True,True
Sr0.5Pr0.3Nd0.2Mn1O3,,285.0,True,True
Sr0.5Pr0.45Gd0.05Mn1O3,,270.0,True,True
Sr0.5Pr0.4Gd0.1Mn1O3,,250.0,True,True
Sr0.5Pr0.4Nd0.1Mn1O3,,305.0,True,True
Sr0.5Pr0.5Co1O3,218.0,233.0,True,True
Sr0.5Pr0.5Mn0.7Cr0.3O3,,156.0,True,True
Sr0.5Pr0.5Mn0.94Fe0.06O3,,185.0,True,True
Sr0.5Pr0.5Mn0.95Cr0.05O3,,240.0,True,True
Sr0.5Pr0.5Mn0.97Cr0.03O3,,275.0,True,True
Sr0.5Pr0.5Mn0.97Ru0.03O3,,290.0,True,False
Sr0.5Pr0.5Mn0.98Fe0.02O3,,250.0,True,True
Sr0.5Pr0.5Mn1O3,261.2,265.0,True,True
Sr0.5Sm0.5Co1O3,,185.0,True,True
Sr0.5Sm0.5Mn1O3,,85.0,True,True
Sr0.5Sm1.5Mn1Co1O6,,123.5,True,True
Sr0.5Ta1Nb1Co0.5Bi2O9,,523.15,False,True
Sr0.5Ta1Nb1Cu0.5Bi2O9,,523.15,False,True
Sr0.5Ta1Nb1Ni0.5Bi2O9,,453.15,False,True
Sr0.5Y0.5Co1O3,,175.0,True,True
Sr0.62Ca0.76Zn1.21Fe16.01O26.62,,623.15,False,True
Sr0.67Gd0.33Co1O2.824,,139.0,True,True
Sr0.67La0.33Mn0.98Fe0.02O3,,183.24,True,True
