,composition,material_id,Ms (ampere/meter)_s,has_rare_earth,Ms (ampere/meter)_e_re_free_augmented,exp-minus-sim
17987,Li2Ti3NiO8,453,123751.4061000296,False,126847.03884954243,3095.6327495128207
17988,Li2Ti3O6,756,63845.61513106455,False,56422.28048610361,-7423.334644960938
17989,Li2Ti3SbO8,300,57139.14250107879,False,55852.34423471081,-1286.7982663679868
17990,Li2Ti3SnO8,260,112467.28147330011,False,104079.32600468253,-8387.955468617583
17991,Li2Ti3VO8,114,183476.18327856887,False,128546.80052761183,-54929.38275095704
17992,Li2Ti4Ni(PO5)4,650,52652.52247936303,False,83893.46343091592,31240.940951552882
17993,Li2Ti4VO8,839,145467.19333695268,False,146613.39137274874,1146.1980357960565
17994,Li2TiAs,760,298027.217181167,False,293243.53771798965,-4783.679463177337
17995,Li2TiBi,507,313601.0765580783,False,309928.37945350795,-3672.6971045703394
17996,Li2TiCo2O5,530,550393.4308827146,False,544500.7442464962,-5892.6866362183355
17997,Li2TiCo3(PO4)6,577,146084.61729698203,False,145135.9132062521,-948.7040907299379
17998,Li2TiCo3O8,719,69200.3796784911,False,101277.00116899429,32076.621490503196
17999,Li2TiCr(PO4)3,888,125086.77381319892,False,159738.36338748317,34651.589574284255
18000,Li2TiCr3O8,474,502922.94168593467,False,499698.62790798524,-3224.313777949428
18001,Li2TiCrO4,467,452287.6107920535,False,436752.9783337577,-15534.63245829579
18002,Li2TiCuO4,269,104086.04134426318,False,100867.18087445243,-3218.860469810752
18003,Li2TiFe(PO4)3,227,202669.1123544812,False,187707.56640333936,-14961.54595114186
18004,Li2TiFe2O5,553,791446.1909798812,False,784716.3828370459,-6729.808142835274
18005,Li2TiFe3O8,638,856048.7890241961,False,847853.8042856966,-8194.984738499508
18006,Li2TiFeO4,501,490259.8214827188,False,492369.7780368431,2109.9565541243064
18007,Li2TiIn,998,84096.35846071513,False,147728.88308584766,63632.52462513253
18008,Li2TiMn2O5,191,915967.8750417916,False,914966.5467720182,-1001.3282697733957
18009,Li2TiMn2O6,883,609405.5524064461,False,605054.5268393378,-4351.0255671083
18010,Li2TiMn3O8,412,676577.1205710437,False,686902.4533183281,10325.33274728444
18011,Li2TiMnO6,429,91898.15299615992,False,63255.55535162304,-28642.597644536872
18012,Li2TiNi2O5,151,411358.43168414506,False,630971.6185037519,219613.18681960687
18013,Li2TiNi3O8,328,135158.84555419203,False,124820.87073581823,-10337.974818373797
18014,Li2TiPCO7,690,66040.92520946417,False,69648.02074363224,3607.0955341680674
18015,Li2TiPO4F,830,187064.08884963815,False,454034.64755151526,266970.55870187713
18016,Li2TiPb,553,199346.7833049241,False,243882.80925350747,44536.02594858338
18017,Li2TiSb,93,285957.8366902708,False,307353.67084128276,21395.83415101195
18018,Li2TiSn,293,139773.80341191395,False,405713.2629854148,265939.4595735009
18019,Li2TiV3O8,508,307953.2297992031,False,292418.5973409073,-15534.63245829579
18020,Li2TiV5O12,828,272358.668144155,False,266562.6559913067,-5796.0121528483
18021,Li2TiVO4,399,364423.5942018603,False,332249.0938567282,-32174.50034513208
18024,Li2U2O5,2,228571.28806231692,False,228388.08501452915,-183.20304778777063
18025,Li2UBr6,633,66662.15315843988,False,54002.427506887674,-12659.725651552202
18026,Li2UCl6,494,87939.55578692094,False,150387.62092266887,62448.06513574792
18027,Li2UI6,785,55805.805064894856,False,51295.76129470006,-4510.043770194796
18028,Li2UMnO6,499,237166.22154986084,False,247621.49523849707,10455.273688636225
18029,Li2UO3,821,262743.26213187614,False,249686.24227932532,-13057.019852550817
18030,Li2V(BO2)5,108,90993.84360840132,False,71481.96610878679,-19511.877499614537
18031,Li2V(CO3)2,79,215301.2101787328,False,216235.57693069015,934.3667519573355
18032,Li2V(FeO3)2,266,956600.453337052,False,910260.9705151399,-46339.482821912155
18033,Li2V(OF)2,633,126770.35221723503,False,135342.99181647616,8572.639599241127
18034,Li2V(PO3)4,989,112043.57111033832,False,108158.94139117931,-3884.629719159013
18035,Li2V(PO3)5,62,59527.81889990388,False,87053.78140581676,27525.962505912874
18036,Li2V(SO4)2,795,180547.69209075332,False,178884.4710147086,-1663.2210760447197
18037,Li2V(Si2O5)2,541,130087.67501327912,False,110152.80497605841,-19934.87003722071
18038,Li2V(SiO3)2,509,226077.53337937145,False,506173.6334154195,280096.10003604804
18039,Li2V12O29,542,70121.84763381073,False,65549.74043551798,-4572.107198292753
18040,Li2V18O39,888,188566.37281033365,False,189608.36297330662,1041.990162972972
18041,Li2V2(Si2O5)3,111,166026.1240770476,False,147181.24845109234,-18844.87562595526
18042,Li2V2(SiO3)3,953,301495.73668593675,False,200090.6455887371,-101405.09109719965
18043,Li2V2CoO6,328,395688.0499869735,False,390899.4530585051,-4788.59692846844
18044,Li2V2Cr(PO4)3,622,348035.5746980266,False,358041.72907683795,10006.154378811363
18045,Li2V2CrO6,584,491063.5036585296,False,489216.37737076194,-1847.1262877676636
18046,Li2V2F7,461,340011.46242714,False,201013.4508372273,-138998.01158991267
18047,Li2V2FeO6,506,610980.3811084349,False,516519.004635668,-94461.37647276686
18048,Li2V2O5,260,258049.20828700069,False,237039.13371113993,-21010.07457586075
18049,Li2V2OF5,23,411131.4066020081,False,408810.4820009614,-2320.9246010467177
18050,Li2V2OF6,499,266674.40228923416,False,280546.8515467027,13872.449257468514
18051,Li2V2P2(H4O5)3,299,126938.80791276586,False,120370.75193827657,-6568.055974489282
18052,Li2V2P2O9,46,213028.70260674093,False,210962.05401565938,-2066.6485910815536
18053,Li2V2P4H6O17,97,112754.3902900286,False,67331.17809258123,-45423.21219744737
18054,Li2V2S5,126,112792.16171650132,False,91180.49076451358,-21611.670951987733
18055,Li2V2Si2O9,845,118121.07922046894,False,103737.21752101305,-14383.861699455883
18056,Li2V2Si4O11,788,256116.73639380015,False,300795.18974191824,44678.453348118084
18057,Li2V2Sn(PO4)3,375,176703.0398121909,False,277047.8098551624,100344.7700429715
18058,Li2V3(CO3)6,164,144711.7430656574,False,151266.85371800332,6555.110652345902
18059,Li2V3(FeO6)2,267,343914.4147238457,False,265449.1365770425,-78465.2781468032
18060,Li2V3(OF)4,663,309815.3168949277,False,283856.07018402044,-25959.24671090726
18061,Li2V3(P2O7)2,351,313369.4001223247,False,312395.5619390633,-973.8381832613959
18062,Li2V3(PO4)3,850,312806.6479334572,False,308592.7030516159,-4213.9448818413075
18063,Li2V3BiO8,618,220463.0253370408,False,273673.77516635484,53210.74982931404
18064,Li2V3CoO8,103,291134.3918495045,False,284649.1860311826,-6485.205818321905
18065,Li2V3Cr2O12,708,176837.03996242982,False,173950.38422402335,-2886.6557384064654
18066,Li2V3CrO8,271,434370.7492392852,False,499831.98625173717,65461.23701245198
18067,Li2V3CuO8,243,249818.07217746077,False,252124.49354966552,2306.421372204757
18068,Li2V3F8,996,483924.83210733073,False,395749.7100990982,-88175.12200823252
18069,Li2V3FeO8,478,567554.9779958931,False,580496.1540016991,12941.176005805959
18070,Li2V3NiO8,357,313435.22366208816,False,311061.2325910842,-2373.991071003955
18071,Li2V3O3F5,44,370181.1340337373,False,369783.0276894998,-398.10634423751617
18072,Li2V3O6,244,405168.1311743492,False,475190.9568786855,70022.82570433628
18073,Li2V3O7,546,180572.3627202021,False,176208.9324313321,-4363.430288870004
18074,Li2V3O8,15,54110.72393238247,False,57299.157608919595,3188.4336765371263
18075,Li2V3P4(HO4)4,592,252003.52843623408,False,837394.9475000367,585391.4190638026
18076,Li2V3P4H4O19,997,71065.23365510085,False,91013.88104730105,19948.647392200204
18077,Li2V3P5O18,136,138839.31381146272,False,136861.93189967418,-1977.3819117885432
18078,Li2V3P9O28,98,111529.88585342329,False,108220.34868540468,-3309.537168018607
18079,Li2V3SbO8,155,347078.19512389426,False,304165.7376121144,-42912.45751177985
18080,Li2V3Si3O10,818,408695.4533436558,False,415767.813394591,7072.360050935182
18081,Li2V3SnO8,266,296244.2659125732,False,284779.6622089128,-11464.603703660425
18082,Li2V3TeO8,313,283140.6606774624,False,843501.0958930005,560360.4352155381
18083,Li2V3WO8,589,407083.17786799226,False,342906.0034979212,-64177.174370071036
18084,Li2V4P4O15,241,325536.0125823834,False,291699.51056229783,-33836.50202008558
18085,Li2V4Si4O13,197,429324.4731038626,False,410284.24378980946,-19040.22931405314
18086,Li2V5B3O13,296,411219.87664530514,False,410023.36041603674,-1196.5162292683963
18087,Li2V5CoO12,378,297836.3552259456,False,290333.9779255487,-7502.377300396911
18088,Li2V5Cr2O12,947,623447.1462196208,False,631311.1269790792,7863.980759458384
18089,Li2V5NiO12,700,265053.31076426315,False,266758.88095703936,1705.570192776213
18090,Li2V5O10,304,336535.9869269206,False,315840.83707211807,-20695.149854802527
18091,Li2V5O12,733,104633.30412009932,False,98306.16172343987,-6327.142396659445
18092,Li2VAs,977,549785.03571466,False,640059.2814639781,90274.24574931816
18093,Li2VBO4,884,234997.7975312232,False,239354.57914674628,4356.781615523098
18094,Li2VCO5,117,111749.4658182208,False,115152.62891994316,3403.16310172237
18095,Li2VCl4,788,200478.0440421927,False,194884.0105654038,-5594.0334767889
18096,Li2VCoO4,721,501547.0524346808,False,210548.42269860563,-290998.6297360752
18097,Li2VCoO5,294,368493.7907566639,False,540774.6349355283,172280.84417886438
18098,Li2VCr(P2O7)2,520,174186.49347588423,False,324117.7207663449,149931.2272904607
18099,Li2VCr2O6,726,578012.0164180083,False,641788.1914996838,63776.17508167552
18100,Li2VCr3O8,239,556497.3898180684,False,551539.5608916007,-4957.828926467686
18101,Li2VCrO4,84,617436.8237161505,False,616102.2767757431,-1334.5469404073665
18102,Li2VCrP2(HO5)2,208,255661.5909609905,False,272199.3490690644,16537.758108073933
18103,Li2VCrP2(O4F)2,786,256516.5429229308,False,343562.4658574002,87045.92293446942
18104,Li2VCrS4,92,364878.743689193,False,343243.4365660795,-21635.30712311348
18105,Li2VF4,645,346204.9010618688,False,341423.76183101704,-4781.1392308517825
18106,Li2VF5,594,199649.4162146452,False,179669.12990158182,-19980.286313063378
18107,Li2VFe(P2O7)2,107,241571.12179737425,False,227588.4012404137,-13982.720556960558
18108,Li2VFe3O8,515,912959.2033057518,False,895496.9628714863,-17462.240434265463
18109,Li2VFeO4,542,859492.7008572815,False,855694.0345800687,-3798.6662772127893
18110,Li2VFeO5,765,452703.543558462,False,443436.1389037699,-9267.404654692102
18111,Li2VFeP2(HO5)2,858,354834.8953353993,False,393449.33672299905,38614.44138759974
18112,Li2VFeP2(O4F)2,933,355034.67003119003,False,194904.9162131797,-160129.75381801033
18113,Li2VFeS4,899,220028.60008932592,False,293021.0347438663,72992.43465454038
18114,Li2VGaO4,881,260612.9360858473,False,874639.1328751766,614026.1967893293
18115,Li2VGe,476,457059.4093803347,False,1586510.8774585247,1129451.46807819
18116,Li2VGeO5,101,97397.10604916046,False,97338.31812632506,-58.78792283539951
18117,Li2VH2OF5,152,152342.93562514152,False,148183.65018902076,-4159.285436120757
18118,Li2VN2,946,214637.81508410216,False,221033.06035121885,6395.2452671166975
18119,Li2VNiO4,319,381055.3378091352,False,372489.87929468707,-8565.458514448139
18120,Li2VO2,134,592898.6262501393,False,590218.047023248,-2680.5792268912774
18121,Li2VO2F,776,332888.6998309608,False,332203.31309561385,-685.386735346925
18122,Li2VO3,179,180120.8586689316,False,171330.42565506147,-8790.433013870148
18123,Li2VOF3,229,245293.26867599855,False,233807.4776240759,-11485.791051922657
18124,Li2VOF4,71,98859.05301705775,False,777676.0136492134,678816.9606321556
18125,Li2VP2HO8,813,121950.05086802848,False,117925.10913892838,-4024.941729100101
18126,Li2VP2O7,993,191492.37111757533,False,318869.9091748868,127377.5380573115
18127,Li2VP3O10,144,85015.1420121701,False,852650.3088472313,767635.1668350613
18128,Li2VP4(H2O3)6,64,73132.69031413071,False,106442.41960514603,33309.72929101532
18129,Li2VP4(H4O5)4,177,66432.1335187706,False,1097333.044375872,1030900.9108571014
18130,Li2VP4(HO2)8,569,82832.016466928,False,80996.91574645624,-1835.1007204717607
18131,Li2VPHO5,98,270573.0113261082,False,437311.0108187003,166737.99949259212
18132,Li2VPO4F,328,285876.67735823465,False,1253348.1057329234,967471.4283746887
18133,Li2VPO5,521,198430.5825070156,False,162677.59941820623,-35752.983088809386
18134,Li2VPb2,194,287879.64539485256,False,367542.70772785525,79663.06233300269
18135,Li2VSO4F3,678,132125.8499194008,False,130958.75861530771,-1167.0913040930755
18136,Li2VSb,675,516045.7130706162,False,511964.73798418755,-4080.9750864286325
18137,Li2VSi,831,448809.1828345273,False,470802.9676376133,21993.78480308602
18138,Li2VSi2O7,598,67225.6249634929,False,71452.57988887424,4226.954925381346
18139,Li2VSi3O8,863,213317.33804462303,False,205231.86702711572,-8085.471017507312
18140,Li2VSi7O16,578,79697.61503637879,False,74493.2924618361,-5204.32257454269
18141,Li2VSiCO7,24,68084.74272146924,False,57160.81282029253,-10923.929901176714
18142,Li2VSiO4,941,316194.5342467688,False,201896.41362463438,-114298.12062213442
18143,Li2VSiO5,236,99969.18736436155,False,109678.34981897597,9709.162454614416
18144,Li2VSn,141,402677.59953444806,False,403636.16531748674,958.5657830386772
18145,Li2W2O5,545,184030.13602930692,False,840530.2726119799,656500.136582673
18146,Li2WO12,939,130979.23982263742,False,120015.1363986975,-10964.103423939916
18149,Li2Zn(HCl2)2,12,100985.6450437432,False,166804.71918408846,65819.07414034526
18150,Li2ZnCr3(SO4)6,483,198823.14094944915,False,186835.96919516978,-11987.171754279378
18151,Li2Zr7Fe(PO4)12,950,72442.46692236146,False,67101.8014804603,-5340.665441901161
18152,Li2ZrBi,351,92680.91138405514,False,93827.1094198512,1146.1980357960565
18153,Li2ZrCuO4,944,66133.16016280117,False,64762.31276943894,-1370.84739336223
18154,Li2ZrFe(PO4)3,264,174676.74481899448,False,68991.07379362657,-105685.67102536792
18155,Li2ZrMnO6,192,84948.44769001144,False,80585.01740114143,-4363.430288870004
18156,Li3(CoO2)4,479,227893.64871023071,False,341324.0506865408,113430.40197631007
18157,Li3(CoO2)5,476,107752.8886580462,False,426514.01824401063,318761.12958596443
18158,Li3(CoO3)2,356,292602.47171545296,False,544429.1214162561,251826.6497008031
18159,Li3(CrS2)4,953,373371.9354129798,False,408347.80518968636,34975.86977670656
18160,Li3(CuO)4,266,65798.94265133058,False,208051.8511268031,142252.90847547253
18161,Li3(Fe2S3)2,145,456013.79791700514,False,428534.72726277774,-27479.0706542274
18162,Li3(FeO2)4,891,1057486.804631656,False,1047438.1694994296,-10048.635132226394
18163,Li3(FeO2)5,235,1124259.2189559862,False,1183279.5454373537,59020.32648136746
18164,Li3(FeO3)2,701,650672.7303037529,False,942415.5430386914,291742.81273493846
18165,Li3(FeS2)2,408,446283.5341081226,False,612955.6428269194,166672.10871879687
18166,Li3(HN)2,17,151452.65764623144,False,243535.9487225175,92083.29107628606
18167,Li3(IrO3)2,464,170184.18771199044,False,203671.7320836481,33487.544371657656
18168,Li3(MoO3)2,563,52453.504585614726,False,62253.582098530205,9800.077512915479
18169,Li3(NiO2)4,91,210693.76139599064,False,214142.99486933416,3449.2334733435127
18170,Li3(NiO2)5,465,164209.15844481648,False,227841.683069949,63632.52462513253
18171,Li3(NiO2)8,531,102484.6080430731,False,106757.64986275742,4273.041819684324
18172,Li3(NiO3)2,355,101422.82121488404,False,330397.0081167477,228974.18690186366
18173,Li3(OsO3)2,829,84839.87232566376,False,89509.37511744941,4669.50279178565
18174,Li3(PtO3)2,772,78214.51917596607,False,108654.42776666433,30439.908590698265
18175,Li3(RhO3)2,855,260158.70663512868,False,255044.39895804322,-5114.307677085453
18176,Li3(RuO3)2,612,250603.8587969592,False,136305.73817482477,-114298.12062213442
18177,Li3(TcO3)2,389,81488.59773291646,False,1667820.74298658,1586332.1452536634
18178,Li3(WO3)8,337,63640.4553048434,False,62071.75884154366,-1568.6964632997406
18179,Li32Mn11Cr5O48,133,476699.8126611738,False,574649.0793487971,97949.26668762328
18180,Li32Mn13Cr3O48,851,500449.03177095513,False,767800.599608842,267351.5678378869
18181,Li32Mn3Cr13O48,552,384789.0669522777,False,370415.74486816,-14373.32208411768
18182,Li32Mn5Cr11O48,163,408176.100262519,False,413982.2125798465,5806.112317327526
18183,Li32Ti11Cr5O48,216,107439.22223332548,False,97181.05969271396,-10258.16254061152
18184,Li32Ti13Cr3O48,10,64044.04425320016,False,52695.72195559733,-11348.322297602834
18185,Li32Ti3Cr13O48,40,283535.4259218597,False,291218.8523128375,7683.426390977809
18186,Li32Ti5Cr11O48,221,240823.68188469252,False,231123.70277579888,-9699.979108893633
18187,Li35(FeO4)8,844,403933.21767937904,False,438652.50014994736,34719.282470568316
18188,Li35(RuO4)12,558,363532.5692811078,False,495447.48690659617,131914.91762548836
18189,Li39(FeO4)8,970,481553.937423044,False,497695.3650492976,16141.427626253571
18190,Li3Al(FeO3)2,482,737558.1843722935,False,645501.5590144845,-92056.62535780901
18191,Li3Al2(MoO4)3,881,154254.83322795,False,141562.33407161577,-12692.499156334234
18192,Li3Al2(WO4)3,365,154384.5925333313,False,165473.42276053308,11088.830227201775
18193,Li3Al2FeO6,149,381557.05477549776,False,374969.71855467354,-6587.336220824218
18194,Li3Al2VO6,197,151110.00435954038,False,146681.12320306886,-4428.881156471529
18195,Li3AlCoO4,700,97148.42367219296,False,121928.40095127805,24779.977279085084
18196,Li3AlCrO5,834,171473.46911954772,False,180907.88385893047,9434.414739382744
18197,Li3AlFeO4,242,379586.58849998144,False,380328.31556072,741.7270607385435
18198,Li3AlFeO5,163,338006.83873735706,False,338111.78938508144,104.95064772438491
18199,Li3AlNiO4,538,206914.8627533382,False,400818.10545891407,193903.24270557586
18200,Li3AuF6,489,136749.30966026173,False,130487.66562811028,-6261.644032151453
18209,Li3Co,322,158554.93156798068,False,143515.36482728706,-15039.566740693612
18210,Li3Co(BO2)5,345,146291.30153491665,False,225683.8530024173,79392.55146750066
18211,Li3Co(BO3)2,902,229419.50415488827,False,231033.16440062108,1613.6602457328117
18212,Li3Co(NiO3)2,626,440847.1147649359,False,339442.02366773627,-101405.09109719965
18213,Li3Co(OF)2,260,261643.1693542028,False,174345.17447862081,-87297.994875582
18214,Li3Co(PO4)2,550,217942.17034655056,False,166300.93120070724,-51641.23914584331
18215,Li3Co13O16,348,1234061.9222309324,False,1253356.292031024,19294.36980009149
18216,Li3Co13O5F19,18,783268.8929205743,False,784219.3884214729,950.4955008985708
18217,Li3Co2(CO3)4,510,165603.03102583028,False,179654.60048986567,14051.56946403539
18218,Li3Co2(GeO4)2,847,351654.2388426464,False,356940.86105868,5286.622216033575
18219,Li3Co2(GeO4)3,489,133361.25412351813,False,126793.19814902885,-6568.055974489282
18220,Li3Co2(MoO4)3,287,155672.3373761766,False,148596.41616812543,-7075.921208051179
18221,Li3Co2(PO4)3,928,177138.5460411677,False,166689.16246717045,-10449.383573997242
18222,Li3Co2(SiO4)2,735,368053.533299325,False,361169.5912714849,-6883.942027840065
18223,Li3Co2(WO4)3,211,155247.12137506885,False,167096.72703577322,11849.605660704372
18224,Li3Co2NiO6,998,259312.9679061249,False,263875.47864114464,4562.51073501975
18225,Li3Co2O2F3,177,614873.0441054606,False,642756.0054121119,27882.96130665124
18226,Li3Co2O5,430,268594.1984648384,False,101182.72870772623,-167411.46975711215
18227,Li3Co2OF5,224,499377.2744008148,False,478865.10338299925,-20512.171017815534
18228,Li3Co2P2(O4F)2,61,341666.7721496698,False,333890.1806574502,-7776.591492219595
18229,Li3Co2P5O16,656,174541.53950144228,False,182301.85594141178,7760.316439969494
18230,Li3Co2SbO6,305,469952.14846085006,False,429091.6198153964,-40860.52864545368
18231,Li3Co2Si3O10,151,304063.9446873344,False,299053.20126591646,-5010.743421417952
18232,Li3Co2SnO6,987,550680.3436349652,False,549799.255280596,-881.0883543692762
18233,Li3Co3(BiO6)2,256,176965.7436995242,False,1763297.8889531875,1586332.1452536634
18234,Li3Co3(Ge3O8)2,57,264844.3104234946,False,603699.610491036,338855.30006754136
18235,Li3Co3(MoO6)2,107,337388.6415018561,False,334908.121534165,-2480.5199676910997
18236,Li3Co3(PO4)4,49,224887.1080013924,False,215405.69340897677,-9481.414592415618
18237,Li3Co3(WO6)2,13,573766.2429402283,False,567698.6324242987,-6067.610515929642
18238,Li3Co3NiO8,354,73439.26564045252,False,63984.94852763032,-9454.317112822202
18239,Li3Co3OF7,318,528324.5184212761,False,537265.5420122924,8941.023591016303
18240,Li3Co3SbO8,419,505194.1479899364,False,646856.581493587,141662.4335036506
18241,Li3Co3TeO8,620,411202.460091048,False,412660.81753082987,1458.3574397818884
18242,Li3Co4(BO3)4,66,511380.0882847639,False,492326.2785681381,-19053.809716625838
18243,Li3Co4CuO8,547,285901.13603264745,False,393989.91675418394,108088.78072153649
18244,Li3Co4NiO8,104,1020415.8367207196,False,1016169.5162126268,-4246.320508092758
18245,Li3Co4O4F3,112,842903.6759594795,False,740999.5785924514,-101904.09736702812
18246,Li3Co4SbO8,27,698783.5150998705,False,505877.07498316816,-192906.44011670235
18247,Li3Co4SnO8,107,651416.2375660904,False,637210.768156888,-14205.469409202458
18248,Li3Co4TeO8,286,736378.2213549354,False,722633.2078363082,-13745.013518627267
18249,Li3Co4WO8,892,763216.3988692467,False,761217.6745648091,-1998.7243044376373
18250,Li3Co5OF11,781,623536.5079022658,False,613863.882768562,-9672.625133703812
18251,Li3Co8(OF3)4,717,740239.221975795,False,641303.7519993259,-98935.46997646906
18252,Li3CoBO4,734,114430.65478943898,False,81117.35094785881,-33313.30384158017
18253,Li3CoNi3O8,350,351867.1190839249,False,300185.01600998454,-51682.10307394038
18254,Li3CoO3,213,525920.8254431345,False,582920.0302879699,56999.20484483533
18255,Li3CoOF3,105,380677.7926606927,False,477969.7829565796,97291.99029588688
18256,Li3CoPCO7,251,203744.94832102017,False,195199.30242410774,-8545.645896912436
18257,Li3CoPO5,621,261298.16784649497,False,268336.96076350997,7038.792917015002
18258,Li3CoSiBO7,366,70770.17680091999,False,67020.16776051815,-3750.009040401841
18259,Li3CoSiO5,956,347199.0122651152,False,326507.5242962937,-20691.487968821544
18260,Li3Cr,524,592968.7177568313,False,1117544.660746682,524575.9429898506
18261,Li3Cr(BO3)2,839,244470.958802316,False,231568.50377069658,-12902.455031619407
18262,Li3Cr(CO3)3,240,170472.63252766096,False,200921.26920478485,30448.636677123897
18263,Li3Cr(CoO2)4,156,1095598.8469412315,False,1332378.564028758,236779.71708752657
18264,Li3Cr(CoO3)2,438,305541.51780170394,False,264878.62301313225,-40662.89478857169
18265,Li3Cr(FeO2)4,417,1264315.3920994697,False,1293746.6478128938,29431.25571342418
18266,Li3Cr(FeO3)2,26,1065425.7183732474,False,1112070.8464872167,46645.12811396923
18267,Li3Cr(NiO2)4,588,581135.7347454118,False,577942.098001315,-3193.636744096759
18268,Li3Cr(NiO3)2,740,439749.4870604727,False,447092.6872136469,7343.20015317417
18269,Li3Cr(PO4)2,869,184169.15618863213,False,185215.65621396393,1046.5000253317994
18270,Li3Cr(Si2O5)3,806,91813.35406999134,False,95085.06847239537,3271.7144024040317
18271,Li3Cr10Fe5O24,973,1119193.0865225438,False,1113027.9357841937,-6165.150738350116
18272,Li3Cr13Ni3(SO4)24,257,234915.87547494413,False,235763.98946171656,848.1139867724269
18273,Li3Cr2(AsO4)3,699,249006.79713013896,False,246308.67100008088,-2698.126130058081
18274,Li3Cr2(BiO4)3,238,184349.96804905712,False,277581.72605032084,93231.75800126372
18275,Li3Cr2(CoO4)2,973,820648.5281930482,False,849349.3132315575,28700.78503850929
18276,Li3Cr2(FeO4)2,231,929394.4119519504,False,554901.7383812824,-374492.673570668
18277,Li3Cr2(FeO4)3,818,763236.7675039935,False,781306.5371080916,18069.76960409817
18278,Li3Cr2(GeO4)3,153,127143.30367966348,False,123396.15957613403,-3747.1441035294556
18279,Li3Cr2(MoO4)3,409,444964.5906556862,False,441891.6945783025,-3072.896077383717
18280,Li3Cr2(NiO4)2,662,455695.1033837918,False,454289.11030413705,-1405.993079654756
18281,Li3Cr2(PO4)3,243,248243.4480082896,False,233595.40601431826,-14648.041993971332
18282,Li3Cr2(PS4)3,500,122305.50997677844,False,174606.6571849251,52301.14720814666
18283,Li3Cr2(PbO4)3,659,128640.3136696003,False,105358.98445246702,-23281.329217133287
18284,Li3Cr2(SbO4)3,709,280055.8999553002,False,381763.8748741918,101707.97491889162
18285,Li3Cr2(TeO4)3,876,167747.35879742747,False,170658.52520656475,2911.1664091372804
18286,Li3Cr2(WO4)3,822,444283.01731463865,False,416511.13697408227,-27771.88034055638
18287,Li3Cr2CoO6,183,505448.9754787763,False,463308.5999553354,-42140.37552344095
18288,Li3Cr2CuO6,808,683758.5695661125,False,676137.9297346914,-7620.639831421082
18289,Li3Cr2Fe3O10,757,948124.9647892846,False,944849.3358260497,-3275.628963234951
18290,Li3Cr2Fe5O12,163,1264208.2228393836,False,1261673.2673756883,-2534.95546369534
18291,Li3Cr2FeO6,483,914626.3410997256,False,911983.6982613117,-2642.642838413827
18292,Li3Cr2NiO6,551,595881.1540871019,False,614544.5369438224,18663.382856720476
18293,Li3Cr2O6,150,279134.9544260958,False,293557.99155307544,14423.037126979616
18294,Li3Cr2P2(CO7)2,654,172930.2587347645,False,171796.88902254804,-1133.3697122164594
18295,Li3Cr2P4HO14,580,231329.7346478078,False,264423.48584216274,33093.75119435493
18296,Li3Cr2P5O16,385,228998.81530104516,False,224376.94502086667,-4621.870280178497
18297,Li3Cr2P5O18,729,203213.3267019117,False,180859.8369318117,-22353.489770099986
18298,Li3Cr3(BiO6)2,698,312382.5239439995,False,310578.0465157975,-1804.4774282019935
18299,Li3Cr3(CoO6)2,528,256775.1108566534,False,216808.82715612135,-39966.28370053205
18300,Li3Cr3(MoO6)2,110,423014.693822349,False,403022.07935164904,-19992.614470699977
18301,Li3Cr3(NiO6)2,783,184716.97919206088,False,183104.3599126166,-1612.619279444276
18302,Li3Cr3(PO4)4,141,269926.0940649401,False,190683.59631947876,-79242.49774546135
18303,Li3Cr3(PbO6)2,717,222321.8519957912,False,149387.21412037234,-72934.63787541885
18304,Li3Cr3(SeO6)2,972,446370.9321862391,False,404383.91839139507,-41987.01379484404
18305,Li3Cr3(TeO6)2,480,414565.3326801448,False,404252.0111947837,-10313.321485361084
18306,Li3Cr3(WO6)2,706,418986.665276511,False,417825.98394307133,-1160.6813334396575
18307,Li3Cr3CoO8,868,713269.0678076169,False,711582.5996110453,-1686.4681965715718
18308,Li3Cr3FeO8,367,819253.7570137801,False,814243.0135923622,-5010.743421417894
18309,Li3Cr3GaO8,411,686886.5407479488,False,686972.723392603,86.18264465418179
18310,Li3Cr3NiO8,926,576960.886845803,False,667818.9695976729,90858.08275186992
18311,Li3Cr4(PO4)6,114,195442.01477786657,False,246072.7502199924,50630.73544212582
18312,Li3Cr4FeO8,622,1014774.3862414168,False,1011369.0420182653,-3405.344223151449
18313,Li3Cr4P2O8F9,675,320228.4942344769,False,288712.40899991564,-31516.085234561237
18314,Li3Cr4P9O32,433,125073.78502507738,False,125371.91131335648,298.1262882791052
18315,Li3Cr4PH3O16,7,61252.48236021907,False,109313.16522732541,48060.68286710634
18316,Li3Cr5O10,981,651809.1749851471,False,646799.3444215645,-5009.830563582596
18317,Li3Cr5O12,657,466692.8269250256,False,757112.1063672521,290419.27944222646
18318,Li3Cr5O8,667,1022665.6417101376,False,1032671.796088949,10006.154378811363
18319,Li3CrB4O9,633,169440.76976867134,False,163821.08215628637,-5619.687612384965
18320,Li3CrBO5,881,198233.47031779672,False,390498.95131807344,192265.48100027672
18321,Li3CrBPO7,283,206515.1289473034,False,570667.552325967,364152.4233786636
18322,Li3CrCo3O8,812,196810.3390367012,False,137653.20867290453,-59157.13036379666
18323,Li3CrFe3O8,966,1082165.2085596812,False,1068865.3762518237,-13299.832307857461
