,composition,material_id,Ms (ampere/meter)_s,has_rare_earth,Ms (ampere/meter)_e_re_augmented,exp-minus-sim
5833,Ce2MnIr,942,336335.94618633337,True,333102.4527329413,-3233.4934533920605
5834,Ce2MnN3F,174,486889.9998889145,True,594978.780610451,108088.78072153649
5835,Ce2MnPd,23,264261.15128998243,True,260407.39771669044,-3853.7535732919932
5836,Ce2MnPt,294,291124.76410814933,True,325507.8389191179,34383.07481096854
5837,Ce2MnRh,476,321216.4098337338,True,332521.57098900643,11305.161155272624
5838,Ce2MnSb,380,301483.3517769237,True,362725.7303943186,61242.37861739489
5839,Ce2MnSi,160,282666.8236792666,True,232801.54871451994,-49865.27496474667
5840,Ce2MnSi4Pd3,158,196146.5443961837,True,182282.04466978816,-13864.49972639553
5841,Ce2MnSn,29,258324.89468935336,True,363983.7635892798,105658.86889992643
5842,Ce2MnTe,976,290578.6495976614,True,281723.43256472424,-8855.217032937158
5843,Ce2Mo2O5,210,105606.86136382988,True,77568.47030598485,-28038.39105784503
5844,Ce2N3,321,298658.9424759764,True,295482.2527482706,-3176.689727705845
5845,Ce2Nd2O5,569,55572.31356622417,True,56059.028787675255,486.7152214510861
5846,Ce2NdAu,466,152882.37811326547,True,153360.04809901371,477.6699857482454
5847,Ce2NdPt,98,111771.46604707472,True,103118.20228297808,-8653.263764096642
5848,Ce2NdTe,151,71656.04045914915,True,64274.96163908763,-7381.078820061521
5849,Ce2Ni2O5,852,324978.24947013095,True,326002.5197357633,1024.2702656323672
5850,Ce2NiRu3,530,77723.62173759248,True,73697.9111076582,-4025.7106299342704
5851,Ce2Np2O5,116,563843.5895516516,True,560308.5416541194,-3535.047897532233
5852,Ce2P2RuO,878,55353.865178658496,True,190557.99856461032,135204.1333859518
5853,Ce2Pa2O5,309,79087.2277580809,True,60720.46410749637,-18366.76365058453
5854,Ce2PbS4,557,111971.0207161434,True,215041.77591332156,103070.75519717816
5855,Ce2PbSe4,855,99028.81465331838,True,391670.55140432407,292641.7367510057
5856,Ce2Pm2O5,729,61818.38893313923,True,50739.817078927954,-11078.571854211274
5857,Ce2PmAu,732,154218.9518164104,True,156001.5204066888,1782.568590278388
5858,Ce2PmTe,345,70194.46117337304,True,74551.24278889614,4356.781615523098
5859,Ce2Pr2O5,398,52420.91965364844,True,61067.222479580596,8646.302825932158
5860,Ce2PrAu,654,149384.51652303888,True,141420.50814751178,-7964.008375527104
5861,Ce2PrHg,907,89210.52393436452,True,83813.16991765448,-5397.354016710044
5862,Ce2PrPt,399,105401.09568094558,True,91290.5260540845,-14110.569626861077
5863,Ce2PrTe,436,72036.09439388102,True,66831.77181933833,-5204.32257454269
5864,Ce2Pu2O5,184,685912.2307621953,True,686946.9140313658,1034.6832691704622
5865,Ce2PuAs,286,538735.7162994039,True,524944.9381117895,-13790.7781876144
5866,Ce2PuPb,591,501950.2352449146,True,334538.76548780245,-167411.46975711215
5867,Ce2PuSb,337,489810.2163570196,True,506228.71288633725,16418.496529317636
5868,Ce2PuTe,306,507844.9685136708,True,660427.0176659958,152582.04915232497
5869,Ce2Re2O5,789,50675.32470662199,True,50584.02751937782,-91.29718724417035
5870,Ce2Re2Si2C,631,131052.35108486956,True,177314.80220538212,46262.45112051256
5871,Ce2Ru2O5,443,52254.09496141833,True,90662.10475914626,38408.00979772793
5872,Ce2S2O,470,175491.2824664192,True,193429.79514156564,17938.512675146456
5873,Ce2Sb2Se5,45,77971.54509431287,True,109936.18100784808,31964.63591353521
5874,Ce2Sb3Rh4,957,55329.64063060556,True,50453.15044042007,-4876.49019018549
5875,Ce2SbAu3,56,130468.40511284284,True,302749.2492917072,172280.84417886432
5876,Ce2SbTe,253,82502.03959653224,True,82235.55133881501,-266.48825771722477
5877,Ce2Sc2O5,993,55645.20018986532,True,119679.94748619525,64034.74729632993
5878,Ce2ScPb,671,72715.343389067,True,78834.8663298113,6119.522940744297
5879,Ce2ScSi2,561,92824.70510934586,True,79586.50961821446,-13238.195491131395
5880,Ce2ScSn,420,65883.11781042085,True,131586.43015248206,65703.31234206121
5881,Ce2ScTe,139,77511.22465008352,True,68285.76767861511,-9225.456971468404
5882,Ce2ScTl,35,83484.9520541457,True,249874.06818918622,166389.11613504053
5883,Ce2Se3,251,141053.96210737247,True,142814.3373459231,1760.3752385506232
5884,Ce2SeO2,297,187649.74592327693,True,198482.24351917062,10832.497595893685
5885,Ce2Si2NiPt,147,52739.6426969688,True,1182191.1107751587,1129451.46807819
5886,Ce2Si2Sn,343,148472.30963847734,True,448631.3506444029,300159.04100592557
5887,Ce2Si3,843,75972.97771211628,True,64487.18666019362,-11485.791051922657
5888,Ce2Si4OsRu3,149,58053.79326450497,True,66724.494639659,8670.701375154022
5889,Ce2Si5Pd3,679,95910.94767162498,True,71209.56540519939,-24701.382266425586
5890,Ce2SiGe,439,130064.5713899221,True,131832.8776207429,1768.3062308207882
5891,Ce2Sm2O5,918,76605.49682067649,True,69988.84233654826,-6616.65448412823
5892,Ce2SmPt,64,137292.0538861573,True,132670.1836059788,-4621.870280178497
5893,Ce2SmS4,594,173491.4109268678,True,211779.23589139822,38287.82496453042
5894,Ce2SmTe,931,68044.22209010836,True,69104.34787032589,1060.1257802175242
5895,Ce2Sn3,166,116186.78952953152,True,103668.7451116443,-12518.044417887228
5896,Ce2SnAu,937,74983.88799698891,True,272015.37510846957,197031.48711148067
5897,Ce2SnHg,791,80138.71946024445,True,109204.78274503058,29066.063284786127
5898,Ce2Ta3(SeO4)2,1000,80517.91580187256,True,79638.88592550426,-879.0298763682949
5899,Ce2Tc2O5,952,102863.83266392136,True,445610.19763572636,342746.364971805
5900,Ce2Te(Mo2O15)3,937,134498.40240744068,True,198216.43933235356,63718.036924912885
5901,Ce2TePd,911,140757.8751132897,True,507295.5904158128,366537.7153025231
5902,Ce2TePt,968,125107.3349279879,True,114356.10861714171,-10751.226310846192
5903,Ce2TeSe,578,133357.48681784395,True,106205.18568124934,-27152.301136594615
5904,Ce2Th2O7,352,106142.33580104564,True,96874.93114635357,-9267.404654692073
5905,Ce2ThAs,192,78468.1366652168,True,112962.01570695003,34493.87904173322
5906,Ce2ThS3,805,136587.5495275808,True,278203.42420945514,141615.87468187435
5907,Ce2ThTe,242,136296.48764675716,True,91753.26449528534,-44543.223151471815
5908,Ce2Ti2O5,955,125482.39416904232,True,93326.20513273778,-32156.18903630454
5909,Ce2TiAs,620,263962.44365261367,True,252031.01388958245,-11931.429763031221
5910,Ce2TiAu,600,240549.04786130463,True,240311.60533540187,-237.442525902763
5911,Ce2TiBi,226,242263.83695313448,True,229092.93501785764,-13170.901935276837
5912,Ce2TiGa,826,207261.0540149111,True,160640.00839733853,-46621.045617572556
5913,Ce2TiGe,21,259974.9231075535,True,222585.10745446617,-37389.81565308734
5914,Ce2TiIn,477,199848.8163027409,True,194153.71067213142,-5695.105630609469
5915,Ce2TiO5,436,157754.05329648775,True,155086.94768419382,-2667.1056122939335
5916,Ce2TiPb,505,245695.84607102757,True,688033.1021590355,442337.25608800794
5917,Ce2TiPd,486,251941.30382948392,True,239843.25061917613,-12098.053210307786
5918,Ce2TiPt,883,277932.13382715575,True,379640.10874604736,101707.97491889162
5919,Ce2TiSb,743,240845.41406489207,True,153099.3585507965,-87746.05551409558
5920,Ce2TiSn,234,247573.9491153809,True,259037.204104301,11463.254988920089
5921,Ce2TiTe,643,197581.76921791685,True,191169.81358330388,-6411.955634612968
5922,Ce2Tl3(AgO4)3,872,67076.49894996762,True,61008.888434037915,-6067.6105159297
5923,Ce2TlAg,679,98425.8787215226,True,100109.45141830189,1683.572696779287
5924,Ce2U2O5,454,350313.0941479637,True,328929.56241197383,-21383.531735989847
5925,Ce2U2O9,704,116455.86565554672,True,62114.09049375169,-54341.77516179503
5926,Ce2U3O10,209,275806.91458127444,True,232687.21334234165,-43119.70123893279
5927,Ce2UO6,974,152402.3881544971,True,187269.91901273275,34867.53085823564
5928,Ce2USe4,907,307647.21518206166,True,308607.3777906677,960.1626086060423
5929,Ce2UTe4,85,260967.36050409375,True,343258.9062319706,82291.54572787683
5930,Ce2V2O5,762,379459.6491018659,True,362193.0621996045,-17266.586902261362
5931,Ce2VAs,586,301852.167636512,True,298520.576498395,-3331.5911381170154
5932,Ce2VAu,790,273369.8289765679,True,246860.72342649888,-26509.105550069013
5933,Ce2VFeO6,957,521776.8982857412,True,551499.1852362184,29722.286950477166
5934,Ce2VGe,810,298446.4932092442,True,284463.77265228366,-13982.720556960558
5935,Ce2VPt,356,324570.10020589887,True,293912.71054288663,-30657.389663012233
5936,Ce2VSb,680,260901.02127971468,True,160657.9548391679,-100243.06644054677
5937,Ce2VSn,770,270428.81995873404,True,267456.8499966206,-2971.9699621134205
5938,Ce2VTe,600,246888.1048854076,True,247298.82088581353,410.716000405926
5939,Ce2W2O5,120,53219.03886462032,True,57873.73287659988,4654.694011979562
5940,Ce2W4S3O14,710,429223.5765205063,True,445235.8556239685,16012.279103462235
5941,Ce2WO6,337,144554.3017115569,True,146626.58205272822,2072.2803411713103
5942,Ce2YSi2,613,98047.99079807811,True,98711.77332656231,663.7825284841965
5943,Ce2YTe,910,52658.23942582285,True,91418.65295580338,38760.41352998053
5944,Ce2Zn2Sn2H3,913,56390.31308371703,True,72737.32278293735,16347.009699220318
5945,Ce2Zn3Cu7,623,112288.59704083286,True,93708.92311137368,-18579.673929459183
5946,Ce2ZnAg,104,50566.59697501166,True,221959.36737273258,171392.77039772092
5947,Ce2ZnBi4,789,76095.89982676126,True,79615.09110868366,3519.1912819223944
5948,Ce2ZnHg,891,101734.49954452657,True,101423.15785969014,-311.3416848364286
5949,Ce2ZnIn,214,53004.34446414835,True,51327.91485129873,-1676.4296128496208
5950,Ce2ZnPb,405,78342.1802421243,True,75899.13017387508,-2443.0500682492275
5951,Ce2ZnSb4,638,77662.89927338422,True,130538.50783948062,52875.6085660964
5952,Ce2Zr2O5,525,94998.05273760443,True,86245.06997156555,-8752.982766038884
5953,Ce2ZrAs,38,134730.4512480069,True,134227.50540859782,-502.94583940907614
5954,Ce2ZrAu,5,130372.80502149112,True,127868.8947546509,-2503.9102668402193
5955,Ce2ZrBi,940,138247.61657869015,True,133810.25399897524,-4437.362579714914
5956,Ce2ZrIn,149,139333.2913859512,True,135348.74952315012,-3984.5418628010666
5957,Ce2ZrPb,794,199491.2725205051,True,201448.15188830008,1956.879367794987
5958,Ce2ZrPt,38,233954.74178194764,True,226071.36168407858,-7883.380097869056
5959,Ce2ZrSb,90,145946.40194954598,True,143060.67389075048,-2885.728058795503
5960,Ce2ZrSn,836,200491.48567132035,True,199113.15636544657,-1378.3293058737763
5961,Ce2ZrTe,238,163316.44940597683,True,189229.06752200684,25912.618116030004
5962,Ce3(GaRh)2,519,91754.04600509375,True,89254.08911866057,-2499.9568864331814
5963,Ce3(P3Pd10)2,94,56644.91636279533,True,148728.2074390814,92083.29107628606
5964,Ce3Ag,818,224627.15190484337,True,220448.22085787318,-4178.931046970189
5965,Ce3Al11,829,102961.60294580775,True,101257.81816376362,-1703.7847820441384
5966,Ce3Al3Pd2Pt,806,140294.13158955277,True,135889.44300500184,-4404.688584550924
5967,Ce3AlCoS7,19,54525.392928811234,True,63784.973133662344,9259.58020485111
5968,Ce3AlCrS7,122,135967.26734354463,True,141312.5375643787,5345.270220834063
5969,Ce3AlFeS7,910,136854.49779560455,True,360472.68047378305,223618.1826781785
5970,Ce3AlNiS7,446,68533.57679232757,True,161184.38723780692,92650.81044547935
5971,Ce3AlO,886,125791.21426233952,True,123407.12824147969,-2384.0860208598315
5972,Ce3AsS3,341,174587.9909985384,True,193712.7970508518,19124.80605231342
5973,Ce3BeCrS7,97,104592.03892042305,True,136556.67483395827,31964.635913535225
5974,Ce3C2Br3,412,136788.16214911983,True,59739.35473631293,-77048.8074128069
5975,Ce3Co11B4,518,288473.1722605216,True,443994.5363449079,155521.36408438627
5976,Ce3Co8Si,869,54852.92214705607,True,62732.59240277042,7879.6702557143435
5977,Ce3CrS6,822,254809.23643265647,True,269232.2735596361,14423.037126979616
5978,Ce3Cu,389,178874.16788027945,True,184259.12070633794,5384.952826058492
5979,Ce3Dy,750,97650.12763705652,True,101642.47475658449,3992.347119527971
5980,Ce3Er,2,108015.7332431214,True,141956.86376172176,33941.13051860036
5981,Ce3Ge5,258,98156.11671130903,True,98900.4704656525,744.353754343465
5982,Ce3GeS2,301,183761.03253701635,True,299691.70949336665,115930.6769563503
5983,Ce3HfSb5,956,111816.22665787445,True,104181.1903174032,-7635.036340471241
5984,Ce3Ho,502,65730.39338483426,True,61411.45597084719,-4318.937413987063
5985,Ce3MnGaS7,283,168347.19361677734,True,159914.01868649613,-8433.17493028121
5986,Ce3NF6,220,194993.00697238807,True,190211.8677415363,-4781.1392308517825
5987,Ce3Ni2Ge7,979,64635.60078258994,True,58924.305284344344,-5711.295498245599
5988,Ce3PBr3,490,166672.3826059095,True,164969.5951330302,-1702.7874728792813
5989,Ce3PI3,120,150377.24812905592,True,156716.87512668569,6339.626997629763
5990,Ce3Pd5,8,154209.13793812055,True,205690.34459359213,51481.206655471586
5991,Ce3SbAs2,199,137318.03424177362,True,133655.17218080856,-3662.862060965068
5992,Ce3Sc,66,105967.32243904182,True,100150.03008037545,-5817.292358666367
5993,Ce3Se2NO,942,64444.69640224727,True,63041.00310406074,-1403.6932981865248
5994,Ce3Si2Sn3,592,73034.20567349576,True,71504.73663511423,-1529.4690383815323
5995,Ce3SiCl5O4,285,113222.16247977909,True,107182.7358115746,-6039.426668204484
5996,Ce3SiI3,383,117509.7241685553,True,240952.56015026144,123442.83598170614
5997,Ce3SiS2,609,184275.7781626269,True,184279.39731900717,3.6191563802713063
5998,Ce3SnN,962,229568.63743652505,True,226391.94770881924,-3176.689727705816
5999,Ce3Ta(Cl3O2)2,773,96258.869750425,True,103371.8274648153,7112.957714390301
6000,Ce3TaO7,947,173056.1122334781,True,205169.2236470686,32113.111413590494
6001,Ce3Th2O9,974,59491.00108318432,True,57716.30631687573,-1774.6947663085884
6002,Ce3Th3O11,961,70915.86165757467,True,55163.635677479804,-15752.225980094867
6003,Ce3TiSb5,26,114040.35764166122,True,115723.9303384405,1683.572696779287
6004,Ce3Tm,69,205676.8847773516,True,184065.21382536387,-21611.670951987733
6005,Ce3UAl8,176,207534.85306915405,True,190153.47101951335,-17381.3820496407
6006,Ce3W(ClO2)3,235,135206.76118364264,True,161785.75439996223,26578.99321631959
6007,Ce3Y(InAu2)4,494,54869.47447233806,True,54731.00219309646,-138.4722792415996
6008,Ce3Zr5O16,906,88724.73705427398,True,94015.58792906164,5290.850874787662
6009,Ce3ZrSb5,868,111805.2570163259,True,278113.9182716831,166308.6612553572
6010,Ce4(CoB2)3,616,61208.08414461408,True,63826.388196021326,2618.304051407249
6011,Ce4(FeB2)3,974,112455.1592288655,True,93610.28360291023,-18844.87562595526
6012,Ce4Al2O9,503,159689.29259793303,True,154731.9272432102,-4957.365354722831
6013,Ce4CdIr,293,232357.00845904023,True,221622.30994478232,-10734.698514257907
6014,Ce4CdNi,111,250968.075985547,True,239889.50413133574,-11078.571854211274
6015,Ce4CdPd,545,246920.80381202028,True,237994.33372961613,-8926.47008240415
6016,Ce4CdPt,242,244444.0116344024,True,277191.82328135706,32747.81164695465
6017,Ce4Co4O11,33,198031.5478747924,True,299219.68558383913,101188.13770904674
6018,Ce4Cr4O11,259,491359.34007863695,True,488855.42981179676,-2503.91026684019
6019,Ce4CrS7,292,75583.87531854912,True,72615.38205506906,-2968.4932634800643
6020,Ce4Cu3(SO)4,286,111513.43388324491,True,92668.55825728965,-18844.87562595526
6021,Ce4Cu5Sb8,838,57893.28218265398,True,51369.96627275571,-6523.315909898272
6022,Ce4Fe,231,162410.9978664083,True,200819.0076641362,38408.00979772792
6023,Ce4Fe4O11,168,676768.7137490379,True,690804.1135729593,14035.399823921383
6024,Ce4Ga2S5O4,818,65333.27015913118,True,56132.66046202931,-9200.60969710187
6025,Ce4GdO9,606,358203.86311079614,True,359314.14685389155,1110.2837430954096
6026,Ce4Ge3,363,191316.7417044826,True,190859.49637281126,-457.24533167135087
6027,Ce4Ge7,991,115663.318310122,True,67744.95002392348,-47918.36828619853
6028,Ce4GeS3,43,192655.31509102567,True,192591.88351304078,-63.431577984883916
6029,Ce4H11,428,267146.66133365274,True,179672.033053084,-87474.62828056875
6030,Ce4In5S13,211,73460.71605138907,True,50146.77829462809,-23313.937756760977
6031,Ce4Mg,280,200421.28760103477,True,190986.08721078467,-9435.200390250102
6032,Ce4MgRh,575,239703.55641955236,True,231871.00811855163,-7832.54830100073
6033,Ce4MgTi2O10,571,241861.59378399505,True,236157.51332658416,-5704.0804574108915
6034,Ce4Mn4O11,55,662204.9815637073,True,657612.2176480489,-4592.763915658463
6035,Ce4MnS7,867,151439.3384501849,True,112639.60510092892,-38799.733349255985
6036,Ce4Ni3Pt,590,88195.8537957535,True,117129.63702682598,28933.783231072477
6037,Ce4Ni4O11,775,243000.3751314032,True,219254.49681067935,-23745.87832072386
6038,Ce4NiS7,793,62441.48716424828,True,132370.1169588402,69928.62979459192
6039,Ce4Os,439,199818.3513162756,True,176263.79753124487,-23554.55378503073
6040,Ce4Pt,228,253203.50621745392,True,285951.3178644086,32747.81164695468
6041,Ce4Re6O19,886,100108.3466578627,True,94514.3131810738,-5594.0334767889
6042,Ce4Ru,424,148927.62688036868,True,147199.7900087909,-1727.836871577776
6043,Ce4S3O4,68,76207.96758814607,True,65804.82596208807,-10403.141626058
6044,Ce4S4Cl2O,202,145354.33756873765,True,164930.54057901786,19576.20301028021
6045,Ce4Si4N6O5,251,133800.86163816912,True,119621.86981027055,-14178.991827898572
6046,Ce4SiI5,351,136453.85610283472,True,172164.18320656454,35710.327103729825
6047,Ce4ThO8,950,171694.7704942513,True,173141.01682064548,1446.2463263941754
6048,Ce4ThO9,922,86388.42492247408,True,64242.208932838286,-22146.21598963579
6049,Ce4UC10,158,114805.036991918,True,495796.19975908747,380991.1627671695
6050,Ce4UO10,860,73796.29449416444,True,202209.96053147063,128413.66603730619
6051,Ce4V4O11,225,342681.2453943037,True,406707.4042131893,64026.158818885626
6052,Ce4Zn3Sb8,954,83288.62621607461,True,83751.90875661383,463.2825405392214
6053,Ce4Zr4O15,279,59060.31910772771,True,85547.21592011664,26486.896812388928
6054,Ce5AgS8,202,148591.21967500416,True,119948.62203046729,-28642.597644536872
6055,Ce5AgSe8,226,131276.9936758814,True,134124.6111284109,2847.617452529521
6056,Ce5BiSb4,289,117475.73070988207,True,140170.94119328415,22695.210483402072
6057,Ce5CuSe8,587,137121.89362779312,True,390149.81281042827,253027.91918263515
6058,Ce5Gd2O13,682,454575.4794488157,True,484006.7351622398,29431.25571342412
6059,Ce5Ge2Ir,689,175890.5175156084,True,191155.4539662999,15264.936450691486
6060,Ce5Ge2Pd,835,232134.4890239468,True,215213.29299269797,-16921.196031248837
6061,Ce5GeSb2,53,234590.2537353164,True,215291.5101122327,-19298.74362308369
6062,Ce5Mg,237,74121.85742744448,True,73773.45308274793,-348.40434469655156
6063,Ce5Nd5Si6,85,136073.89722355822,True,129199.72771592435,-6874.169507633866
6064,Ce5O9,503,89146.48395298651,True,85292.257942589,-3854.226010397513
6065,Ce5S8,176,90535.22230710732,True,64104.54322595234,-26430.679081154987
6066,Ce5Sb4As,127,126584.03968625735,True,107876.00167181435,-18708.03801444301
6067,Ce5Sn3Au,317,241848.7784620529,True,288111.2295825655,46262.45112051259
6068,Ce5Zr3O16,200,136537.31850317554,True,131308.84045229835,-5228.478050877195
6069,Ce6MnSb15,809,113190.85878975196,True,145532.04107408825,32341.18228433629
6070,Ce6SiNi4,92,162209.64510850408,True,225779.4911195028,63569.846010998735
6071,Ce7Ti4(Se2O)6,162,101879.36418469904,True,106362.37797945425,4483.013794755214
6072,Ce7ZrO16,224,180619.86631677055,True,175610.03575318796,-5009.830563582596
6073,Ce8Ag6Ge8O,153,123227.287640465,True,146500.99909635523,23273.711455890225
6074,Ce8AlPd24,888,100622.89705424706,True,90681.56446631828,-9941.332587928788
6075,Ce8Fe8As8O7F,81,483435.0018184538,True,526755.6905610205,43320.68874256674
6076,Ce8Gd2O19,109,318502.09225869644,True,343328.2843798946,24826.192121198168
6077,Ce8GePd24,861,77359.94740136854,True,60084.171114588346,-17275.776286780194
6078,Ce8InPd24,231,105576.24328882256,True,102382.60654472586,-3193.6367440967006
6079,Ce8Pd24Pb,69,85001.12444542882,True,87058.08315914891,2056.958713720087
6080,Ce8SnPd24,360,84713.37270390906,True,85792.66546466878,1079.292760759723
6081,Ce9GdO20,774,137885.87771769206,True,97262.4601223878,-40623.41759530426
6082,Ce9In2Cu,546,155753.989491962,True,141596.4188207481,-14157.570671213907
6083,CeAg(WO4)2,795,55096.15247850819,True,53381.380236329285,-1714.7722421789076
6084,CeAgAu2,482,57014.73661649746,True,88073.94860789925,31059.21199140179
6085,CeAgHg2,800,53194.57886148631,True,63345.97195858232,10151.393097096006
6086,CeAgP2,887,53082.04576761308,True,329277.08245011646,276195.03668250336
6087,CeAl2Ag3,984,86937.36599939897,True,75739.06194584198,-11198.304053556989
6088,CeAl2BRu2,661,75908.95642850653,True,129634.18992199202,53725.23349348549
6089,CeAl2Cu3,680,74610.32575122702,True,107664.67137742169,33054.34562619467
6090,CeAl3Ag,28,92929.42689582647,True,74851.4782693852,-18077.94862644127
6091,CeAl4Pd,82,68509.06665433504,True,113993.03080617826,45483.96415184322
6092,CeAl6Pd,359,63840.50371103273,True,80321.33088154078,16480.827170508048
6093,CeAl8O16,919,98071.4859048511,True,83300.8894026488,-14770.596502202301
6094,CeAlCu4,709,89838.23457232301,True,95257.79871313766,5419.5641408146475
6095,CeAlH2Ir,507,55802.13518515482,True,183008.41107420408,127206.27588904926
6096,CeAlO2,700,178628.07401002408,True,179036.72991360875,408.65590358467307
6097,CeAlSi,837,71626.20962111601,True,72385.33288761166,759.1232664956478
6098,CeAsO4F,727,83286.10048888774,True,82038.85821397479,-1247.2422749129473
6099,CeAsRu,407,228211.41914836667,True,225759.07529195328,-2452.343856413383
6100,CeB2Ir2Rh,924,75151.22849651703,True,95318.02391712004,20166.79542060301
6101,CeB2Pd2C,874,95420.15115735952,True,87492.09001700663,-7928.061140352889
6102,CeBeAl3,794,92989.16158661371,True,87277.86608836812,-5711.295498245599
6103,CeBeO3,705,168196.20579134475,True,162739.37066803448,-5456.835123310273
6104,CeBeSiHO5,623,104060.41538686588,True,98447.42770675587,-5612.987680110004
6105,CeBr3O7,163,76898.58793496521,True,78111.96050625044,1213.372571285232
6106,CeBrO,548,137118.73518708808,True,137501.88428357692,383.1490964888362
6107,CeCd(CoO3)2,491,430390.5440639081,True,821699.9969959327,391309.45293202455
6108,CeCd(FeO3)2,632,735309.0907575625,True,633123.7701305863,-102185.3206269762
6109,CeCd(NiO3)2,845,85767.71862946701,True,85525.75483804592,-241.96379142109072
6110,CeCd(RuO3)2,813,217155.44548741245,True,218230.44903484665,1075.0035474342003
6111,CeCdAg2,821,72450.08374874112,True,240598.0672836888,168147.98353494768
6112,CeCdAu2,338,60927.45596472616,True,56742.0276413933,-4185.428323332861
6113,CeCdIn,70,58596.83315866761,True,52879.44600988395,-5717.387148783659
6114,CeCo2As,179,292653.21759118745,True,302343.8153756339,9690.597784446436
6115,CeCo2Sb,254,264305.42923178803,True,277747.14737992594,13441.718148137908
6116,CeCo2SiB,716,86678.13257554005,True,59156.20845165191,-27521.924123888137
6117,CeCo2Sn,145,150089.50453091078,True,338590.0762383827,188500.57170747194
6118,CeCoAs,897,140804.3436094874,True,140372.59657057739,-431.7470389100199
6119,CeCoAu,529,94384.61087804136,True,136475.66281271796,42091.051934676594
6120,CeCoBi,729,121740.7261408586,True,120036.94135881447,-1703.7847820441384
6121,CeCoGe2Ru,264,83216.15027700592,True,369338.33933686465,286122.18905985873
6122,CeCoO3,197,368463.9819199979,True,363463.510013274,-5000.47190672392
6123,CeCoPd2,344,192503.90050528283,True,221877.62390561847,29373.723400335643
6124,CeCoPt,5,191411.6421368316,True,192942.11216571106,1530.4700288794702
6125,CeCoPt2,655,273255.8971051913,True,233366.48987014993,-39889.40723504138
6126,CeCoSb,408,130625.27990137368,True,133896.9943037777,3271.714402404017
6127,CeCoSn,213,220049.8855040798,True,196602.53610089433,-23447.34940318548
6128,CeCoTe2,560,170392.90336057454,True,178739.4273731325,8346.524012557958
6129,CeCr2CdO6,227,409973.55141368427,True,406640.7628344493,-3332.78857923497
6130,CeCr2O4,337,690252.2993076278,True,683314.1810017002,-6938.118305927608
6131,CeCr2PbO6,601,394742.9943532402,True,913342.0145736021,518599.02022036194
6132,CeCrAs,678,505806.0674533654,True,1045578.7388644194,539772.671411054
6133,CeCrAs2,855,360693.2802775492,True,356464.12040450843,-4229.159873040742
6134,CeCrAu2,35,501921.9438361192,True,473042.8819690442,-28879.061867074983
6135,CeCrBi,458,437317.5970355434,True,428962.91061754985,-8354.686417993566
6136,CeCrGa2,341,384501.5799554965,True,382888.77704302705,-1612.8029124694294
6137,CeCrGe,582,537649.5334921652,True,733422.5784018867,195773.0449097216
6138,CeCrGe2,541,395853.2351581781,True,389006.76009555516,-6846.4750626229215
6139,CeCrGe3,227,146806.94381567885,True,136985.6042140717,-9821.33960160715
6140,CeCrPd2,850,514802.86706417066,True,557184.5282650855,42381.66120091488
6141,CeCrPt,561,556156.3578597697,True,546483.465094666,-9672.892765103723
6142,CeCrPt2,956,514602.7099691461,True,515774.5462798134,1171.8363106672768
6143,CeCrRh2,198,531766.3333685147,True,465520.89198781323,-66245.44138070144
6144,CeCrSb,252,461525.1006847585,True,550018.2238171436,88493.12313238508
6145,CeCrSb2,572,347758.72881580907,True,358972.20526314666,11213.476447337598
6146,CeCrSb3,41,233610.71762549816,True,216344.1307232368,-17266.586902261362
6147,CeCrSe2O,891,296887.07817771577,True,289852.1113429189,-7034.966834796884
6148,CeCrSn,70,550545.667521206,True,539942.757989672,-10602.909531533951
6149,CeCrSn2,667,372178.52699127625,True,150174.2010980228,-222004.32589325344
6150,CeCrTe,6,365012.7572513498,True,404890.87452332507,39878.117271975265
6151,CeCrTe2,599,405026.3820179225,True,405346.0160394047,319.6340214822558
6152,CeCuPt4,151,74935.68509615948,True,75040.63574388385,104.95064772437036
6153,CeCuSi2Pd,601,80728.99614682709,True,79596.97368065789,-1132.0224661692046
6154,CeDy2Au,959,197283.4328153311,True,191466.14045666473,-5817.292358666367
6155,CeDy2In,907,120319.0768643962,True,118446.07461698487,-1873.0022474113212
6156,CeDy2Ir,532,102688.7884578734,True,219958.05732605714,117269.26886818375
6157,CeDy2Pd,510,148571.16305486351,True,214222.15625701286,65650.99320214934
6158,CeDy2Sn,982,67007.44506353741,True,225969.6087362342,158962.1636726968
6159,CeDy2Te,197,54079.001243036255,True,55424.06968022809,1345.0684371918323
6160,CeDy3,504,61935.46851849635,True,58687.11759901359,-3248.350919482764
6161,CeDyGa,919,62238.68176811537,True,56707.44683792913,-5531.234930186241
6162,CeDyHg2,162,55042.90552951466,True,986410.3242350393,931367.4187055246
6163,CeDyIn,136,68995.01768663464,True,101213.42781544708,32218.410128812437
6164,CeDyTe,38,57217.84643380803,True,120787.69244480677,63569.84601099874
6165,CeDyTe2,344,68755.75963370428,True,73365.21860735859,4609.458973654313
6166,CeDyTl,137,76328.8010533757,True,62455.03671077482,-13873.764342600887
6167,CeDyZn2,452,51332.45090122279,True,118442.30142332223,67109.85052209944
6168,CeEr,955,163319.93789696184,True,173029.10035157626,9709.162454614416
6169,CeEr2As,993,99603.44301615772,True,94014.71454330499,-5588.72847285273
6170,CeEr2Au,935,201802.8248286037,True,232726.30602856545,30923.481199961738
6171,CeEr2Ga,361,135404.709432402,True,129764.28252862925,-5640.4269037727645
