composition,Tc_sim
Ni3Si2O5(OH)4,23.7
Ni40Co10Mn33Al17,330.0
Ni40Co10Mn40Sn10,276.0
Ni40Mn50In10,314.0
Ni41.5Co8.5Mn32Al18,391.0
Ni41Co9Mn32.5Al17.5,397.0
Ni41Co9Mn32Al18,387.0
Ni41Mn43Sn10Co6,318.0
Ni42Co8Mn32Al18,390.0
Ni43Co7Mn32Al18,368.0
Ni43Mn46Sn7Ti4,302.0
Ni44.3Co5.1Mn31.4Al19.2,284.0
Ni44.4Co5.6Mn30Al20,269.0
Ni44Co6Mn32Al18,355.0
Ni45Co5Mn32Al18,284.0
Ni45Co5Mn36.6In13.4,385.0
Ni45Co5Mn36.7In13.3,385.0
Ni48.5Cu0.5Mn38Sn13,317.0
Ni48Co6Mn26Al20,200.0
Ni49.2Mn30.5Ga20.3,374.0
Ni49.5Mn32.5Cu4Sn14,198.34
Ni49.8Co1.2Mn33.5In15.5,235.5
Ni49Fe18Ga27Co6,405.0
Ni49Mn39Sb12,334.0
Ni4Nb2O9,76.1
Ni50.2Mn29Ga20.8,374.0
Ni50.2Mn33.4In16.4,295.0
Ni50.5Mn31.3Ga18.2,378.0
Ni50Mn22Al28,270.0
Ni50Mn25Ga25,377.5
Ni50Mn28Al22,370.0
Ni50Mn30Ga20,363.0
Ni50Mn34In16,315.0
Ni50Mn35Sn15,187.0
Ni50Mn36Sn12Ge2,310.0
Ni50Mn36Sn14,304.5
Ni50Mn37Sn13,302.3
Ni51.2Mn31.1Ga17.7,370.0
Ni51Mn32.4In16.6,246.0
Ni51Mn32.4In16.6H5.2,219.0
Ni52.1Mn27.3Ga20.6,378.0
Ni52.6Mn23.1Ga24.3,300.5
Ni52.6Mn23.7Sn23.6,202.0
Ni52Mn24.4Ga23.6,361.0
Ni52Mn26Ga22,366.0
Ni7Cu3,293.7
Ni80Fe20,823.0
Ni8Mn2Cr2Ga4,151.0
Ni8Mn2Cr2Ge4,183.0
Ni8Mn2Cr2In4,173.0
Ni8Mn2Cr2Sn4,213.0
NiBr2,22.0
NiCl2,27.0
NiCoMnAl,583.0
NiCr2O4,67.0
NiCr2O4 (Bulk),65.0
NiFe2O4,858.0
NiFeCoCrMn,38.0
NiFeCoCrPd,440.0
NiFeCoCrPd0.25,225.0
NiFeCoCrPdx,225.0
NiI3,532.0
NiIn2S4,273.0
NiMnSb,525.0
NiPt3,210.0
NiZrTiAl,566.0
Ni₂CoFe,1224.0
NpB2,116.0
NpGa2,55.0
NpN,87.0
NpSi1.72,48.0
Pa0.8Bi0.2Mn0.9Fe0.1O3,97.0
Pb0.5Sn0.5Mn0.005Te,30.0
Pb0.9Sn0.1Mn0.1Te,4.0
Pb1.5Na0.5FeOsO6,338.0
Pb2CrMoO6,480.0
Pb2CrReO6,720.0
Pb2CrWO6,595.0
Pb2FeOsO6,280.0
Pb2FeReO6,420.0
Pb3Fe2WO9,340.0
PbFe12O19,718.0
PbNaFeOsO6,480.0
Pd2FeNi,504.0
Pd2FePt,463.0
Pd40Ni22.5Fe17.5P20,94.0
PdZrTiAl,567.81
Pd₂CoPt,586.0
Pt₂CoFe,766.0
Pt₂CoNi,544.0
Pt₂CoPd,553.0
Pu2Ni3Si5,65.0
PuAs,123.0
PuAsSe,126.0
PuAsTe,125.0
PuFe2,564.0
PuGa3,20.0
PuGe2,35.0
PuP,126.0
PuPt,19.0
PuPt2,6.0
PuSb,67.0
PuSi,72.0
RCu3Mn4O12,50.0
RaBkO3,275.0
RaCmO3,297.0
Rb2CrCl4,52.4
Rb2MnF6,596.0
Rb2NbCl6,492.4
RbCo2Se2,70.0
RbZrO3,294.0
Rh2FeAl,347.0
Rh2FeGa,395.0
Rh2FeIn,643.0
Rh2NiGe,113.0
RhFe,370.0
Ru2VGe,126.0
Ru2VSi,23.0
Ru2VSn,447.0
RuBr3,13.0
RuI3,2.11
RuZrTiAl,204.0
S-MnSe2,230.0
"SOD-(Al, Mn)N",788.0
"SOD-(Ga, Mn)N",633.0
Sb2Te3,19.5
Si0.95Cr0.05C,859.0
Sn(O0.95C0.05)2,358.45
Sn0.85Cr0.15O2,651.62
Sn0.85Mn0.02Cr0.13O2,561.06
Sn0.875Co0.125O2-δ,273.0
Sn0.88Cr0.12O2,574.35
Sn0.89Mn0.02Cr0.09O2,429.93
Sn0.9375Co0.0625O2-δ,273.0
Sn0.98Mn0.02(O0.95C0.05)2,402.26
Sn0.98Mn0.02(O0.97C0.03)2,287.0
Sn0.9Co0.1O2-δ,273.0
Sn0.9Mn0.1Te,6.0
Sn31Co1O32,892.0
Sn31V1O32,178.0
SnCo2O4,340.0
SnFe2O4,390.0
Sr0.9Sn0.1TiO3,200.0
Sr11Re4O24,12.0
Sr2CoMoO6,380.0
Sr2CoO4,255.0
Sr2CrMoO6,450.0
Sr2CrOsO6,725.0
Sr2CrReO6,617.5
Sr2CrTaO6,420.0
Sr2CrWO6,421.5
Sr2FeMo0.65W0.35O6,404.0
Sr2FeMoO6,415.0
Sr2FeMoxW1-xO6 (x=0.2),0.0
Sr2FeReO6,401.0
Sr2MoOsO6,1507.0
Sr2MoReO6,2005.0
Sr2MoWO6,1685.0
Sr3Fe1.8Co0.2O6.93,260.0
Sr3Fe2MoO9,280.0
Sr3Fe2TeO9,717.0
Sr3Fe2UO9,330.0
Sr3Fe2WO9,373.0
Sr3Ru2O7,104.0
Sr4Ru3O10,126.5
Sr8CaRe3Cu4O24,440.0
SrC,800.0
SrCo0.6Fe0.4O3,340.0
SrCoO3,280.0
SrFe0.8Co0.2O3-δ,300.0
SrFe12O19,732.0
SrFe4As12,735.0
SrRuO3,160.0
Ta7S12,865.0
TcC,100.0
TcGe,300.0
TcSi,200.0
TdGa,154.0
Th4Fe13Sn5,375.0
Ti-doped AlP,599.0
Ti-doped MoI3,604.827
Ti0.125Sr0.875O,385.49
Ti0.2Fe2.8O4,602.0
Ti0.5Cr0.5N,140.0
Ti0.5Cr0.5Si2N4,295.0
Ti0.75Cr0.25Si2N4,300.0
Ti0.875V0.125O1.9375,340.0
Ti0.875V0.125O2,82.0
Ti0.98Cr0.02O2,230.61
Ti0.98Cr0.02O2(0.98)(TiO)0.02,460.18
Ti1-xCoxO2 (x = 0.01 to 0.12),400.0
Ti2FeGe,354.0
Ti2FeSn,475.0
Ti2N,39.0
TiI3,16.4
TiO2(0.98)(TiO)0.02,387.52
TiO:Co,300.0
TiTe,370.0
TiVFeAl,488.0
TiVFeGe,306.0
TiVFeSi,256.0
Tl2Mn2O7,131.5
TlCrS2,90.0
TlCrSe2,105.0
TlFeF3,120.0
TlNiF3,127.0
U2IrGa3,72.0
U2PtGa3,80.0
U2RhGa3,60.0
U2RuGa3,73.0
U3Cu4Ge4,71.0
U3Ga2Ge3,90.0
U6CoH18,167.5
U6FeH17,167.5
UAu0.8Sb2,10.0
UCoGe,3.0
UCoSn,83.0
UCu2Ge2,107.5
UCuAs2,133.0
UF3,1.59
UFe0.39Ge2,37.0
UFe2,162.0
UFe4P12,3.1
UFe6Ga6,515.0
UFeSb2,31.0
UGa2,125.5
UGe2,52.0
UH3,165.0
UNiAlH0.7,87.0
UOs0.25Ge2,45.0
UPdGe,30.0
UPdIn,7.0
UPt,29.0
URu0.29Ge2,63.0
USe1.28Te0.72,69.0
USe2,14.0
USeS,24.0
UTe,106.0
V(TCNE)x · y(CH2Cl2),400.0
V-doped MoI3,291.892
V-doped TiI3,260.0
V-doped ZnO,273.0
VBO3,33.0
VCl2,230.0
VGe2P3N,380.0
VGe2P4,90.0
VGeSnP4,110.0
VO2,340.15
VPtGe,608.0
VPtSi,464.0
VPtSn,805.0
VS2,143.8
VSbSr,862.0
VSe2,359.0
VSe2 (D-V'Se defective),215.0
VSe2 (V'Se defective),307.0
WO3 + K,850.0
WO3 + Li,700.0
WO3 + Na,800.0
Zn0.25Ni0.75Fe2O4,729.5
Zn0.2Fe2.8O4,763.5
Zn0.2Ni0.4Cu0.4Fe2O4,705.0
Zn0.54Co0.46Cr0.6Fe1.4O4,319.75
Zn0.5Ni0.5Fe2O4,517.25
Zn0.75Cr0.25Te,300.0
Zn0.75Ni0.25Fe2O4,295.2
Zn0.7Cu0.3Fe2O4,272.0
Zn0.7Ni0.3Fe2O4,302.0
Zn0.85Co0.15O,398.0
Zn0.88Cr0.12O,426.5
Zn0.95Co0.05O,723.15
Zn0.98Ni0.02O,300.0
Zn0.99Co0.01O,300.0
Zn0.99Fe0.01O,400.0
Zn0.99Ni0.01O,300.0
Zn0.9ZnI0.01Co0.1O,273.0
Zn1-xMnxO,273.0
Zn14Pd2O16,860.0
Zn14V2O16,300.0
Zn15O13N2,600.0
Zn30W2O32,390.0
Zn34Fe2O36Fe3,390.0
ZnCMn3,470.0
ZnCr2O4,401.0
ZnCr2Se4,115.0
ZnGeAs2:Mn,350.0
ZnGeP2:Mn,350.0
ZnMnO,273.0
ZnO with Zn vacancy,860.0
ZnO-2%Mn,425.0
ZnO-5%Mn,300.0
ZnO-C,400.0
ZnO:Co,300.0
ZnO:Cr,2000.0
ZnO:Ni,2000.0
ZnO:V,2000.0
ZnSnAs2:Mn,350.0
Zn₂CoMn,967.0
Zr15Cr1Se32,224.0
Zr15Mn1Se32,201.0
Zr15Mo1Se32,379.0
Zr15Re1Se32,611.0
Zr15Tc1Se32,139.0
Zr15W1Se32,209.0
Zr2Co11,773.15
Zr2CoAl,287.86
Zr2CoGa,502.03
Zr2CoGe,280.69
Zr2CoH5,128.0
Zr2CoIn,467.79
Zr2CoPb,502.84
Zr2CoSi,161.97
Zr2CoSn,563.44
Zr2CoTl,472.34
Zr2RhAl,607.0
Zr2RhGa,536.28
Zr2RhIn,972.0
ZrFe10Si2,598.0
ZrKCl2,212.0
ZrNaCl2,251.0
ZrRbCl2,237.0
ZrRhTiAl,452.0
ZrRhTiIn,505.0
bcc Fe,953.2
fcc Ni,401.8
g-C4N3,300.0
hcp Co,1474.2
α-Co(OH)2,108.0
α-Ni(OH)2,16.0
γ′-Fe0.954C,331.0
γ′-Fe4C,801.0
γ′-Fe4C0.5N0.5,699.0
γ′-Fe4N,761.0
