composition,Tc_exp,contains_re
Dy3Co29(Si2B5)2,195.0,True
Dy3Co7.68Si1.32,226.0,True
Dy3CoNi,52.0,True
Dy3Cr1.6Fe27.4N4,646.0,True
Dy3Fe22.3Co6Mo0.7,735.0,True
Dy3Fe5O12,558.75,True
Dy3In,138.0,True
Dy3Pd2,27.0,True
Dy3Rh2,18.0,True
Dy3Si11Pt23,15.99,True
Dy3SiNi8,21.0,True
Dy3V1.1Fe27.9,437.0,True
Dy3V1.3Fe27.7,449.0,True
Dy4Co3,55.0,True
Dy4CrGa12,15.0,True
Dy4Er,40.0,True
Dy4Fe34C5,681.0,True
Dy4YFe10,618.0,True
Dy5(In2Pd)2,88.0,True
Dy5.5Ho11Er38.5Al20Ni25,3.0,True
Dy507Pd193,25.0,True
Dy50Al11,50.0,True
Dy5Al9Ni,83.0,True
Dy5CuPb3,45.0,True
Dy5In3,119.0,True
Dy5Si3,120.0,True
Dy5Si3B,120.0,True
Dy5Si4,140.0,True
Dy6(MnH)23,4.2,True
Dy6Al(Fe3O8)3,490.0,True
Dy6CoTe2,125.0,True
Dy6Fe23,534.0,True
Dy6FeSb2,143.4,True
Dy6FeTe2,135.0,True
Dy6Mn23,443.0,True
Dy6Te2Ru,64.0,True
Dy7Al11Au32,9.5,True
Dy7Co6Sn23,7.0,True
Dy7Er3Al20,45.5,True
Dy7Fe3,108.0,True
Dy7Ni3,35.0,True
Dy7Rh3,34.0,True
Dy9Ho5Al6Co5,23.0,True
DyAl2,62.5,True
DyAl7Fe5,227.0,True
DyAlCo,47.0,True
DyAlCo4,548.5,True
DyAlCu,35.0,True
DyAlFe,131.875,True
DyAlNi,31.0,True
DyB2,55.0,True
DyB2Ru3,50.0,True
DyC,165.0,True
DyCd,80.0,True
DyCo,106.0,True
DyCo2,140.0,True
DyCo3,445.0,True
DyCo3B2,26.0,True
DyCo3Cu2,650.0,True
DyCo3Sn,82.0,True
DyCo4,700.0,True
DyCo4B,422.5,True
DyCo4Cu,800.0,True
DyCo4Si,360.0,True
DyCo5,969.5,True
DyCo9Si4,42.5,True
DyCoC2,9.75,True
DyCr2Si2C,10.7,True
DyCrO4,22.35,True
DyCu4Ag,22.0,True
DyCuNi4,17.6,True
DyEr3Al8,24.0,True
DyEr9Al20,16.3,True
DyErAl4,41.9,True
DyFe11Mo,490.0,True
DyFe2,635.0,True
DyFe2(Co4Mo)2,600.0,True
DyFe2Co2B,663.0,True
DyFe3,605.0,True
DyFe3CoB,660.0,True
DyFe4(Co3Mo)2,630.0,True
DyFe4(SiNi3)2,218.0,True
DyFe6(Co2Mo)2,590.0,True
DyFe6(SiNi2)2,541.0,True
DyFe7Si2Ni3,578.0,True
DyFe8(CoMo)2,490.0,True
DyFe8(SiNi)2,590.0,True
DyFe9Si2Ni,584.0,True
DyFeCo,682.0,True
DyFeCo3B,650.0,True
DyFeSi,79.5,True
DyFeSi2Ni9,30.0,True
DyGa,115.0,True
DyGa2FeCo2,385.0,True
DyGa7Co5,296.0,True
DyGaCo4,491.5,True
DyGaFeCo3,618.0,True
DyGaPd,20.0,True
DyGeRu,26.0,True
DyInPd,36.0,True
DyInPt,37.1,True
DyIr2,23.0,True
DyMg,46.0,True
DyMn2,38.0,True
DyMn4(CrSn3)2,245.0,True
DyMn5,430.0,True
DyMn5CrSn6,355.0,True
DyMn6(Sn2Ge)2,411.0,True
DyMnAl5Fe5Ge,265.0,True
DyMnFe,344.0,True
DyMnFeO5,178.0,True
DyMnGa,40.0,True
DyMnNi2,94.0,True
DyN,23.5,True
DyNbFe41B7,423.0,True
DyNi,59.0,True
DyNi2,21.8,True
DyNi3,69.0,True
DyNi4Au,23.0,True
DyNi5,12.95,True
DyOs2,16.0,True
DyPd3S4,0.8,True
DyPt,23.0,True
DyPt2,9.1,True
DyRh,3.8,True
DyRh2,26.0,True
DyRu2,30.0,True
DySi2Rh3,29.0,True
DySiNi2,17.0,True
DySiNi4,19.0,True
DySiPd2,9.0,True
DySiRh,25.0,True
DyTiCo11,1030.0,True
DyTiFe10Co,636.0,True
DyTiFe11,543.0,True
DyTiFe11H,600.0,True
DyTiFe11N,746.0,True
DyTiFe2Co9,1095.0,True
DyTiFe5Co6,1022.0,True
DyTiFe8Co3,820.0,True
DyTiGe,165.0,True
DyTiO3,64.0,True
DyVO3,112.0,True
DyYFe4,590.0,True
DyZn,139.0,True
DyZrSb,45.0,True
E2Me10VP2(HC)2,159.0,False
E2V0.55Co0.45H2C2N2,340.0,False
E2V0.83Co0.17H2C2N2,340.0,False
EMnH117C57NO4,20.0,False
Er,19.35,True
Er(Al2Cr)4,14.0,True
Er(Al2Cu)4,6.0,True
Er(Al2Fe)4,183.0,True
Er(AlC)3,14.0,True
Er(AlCr)6,15.0,True
Er(AlCu)6,2.6,True
Er(AlFe)6,320.0,True
Er(BRh)4,0.9,True
Er(Co2B)6,145.1,True
Er(Co5Mo)2,481.0,True
Er(Co5Si)2,719.0,True
Er(CrFe5)2,475.0,True
Er(CrSi)2,1.6,True
Er(Fe2Ge)2,350.0,True
Er(Fe5Mo)2,315.0,True
Er(Fe5Re)2,375.0,True
Er(Fe5Si)2,549.0,True
Er(FeGe)6,3.1,True
Er(FeH2)2,4.0,True
Er(FeP3)4,1.8,True
Er(FeSn)6,4.0,True
Er(GaFe)6,500.0,True
Er(Mn5Fe)2,4.0,True
Er(MnAl)6,2.6,True
Er(MnAl2)4,15.0,True
Er(MnFe)6,14.0,True
Er(MnFe2)4,203.0,True
Er(MnFe3)3,320.0,True
Er(MnGe)2,5.075,True
Er(MnH2)2,4.2,True
Er(MnH3)2,18.0,True
Er(MnSi)2,5.0,True
Er(MnSn)6,207.5,True
Er(SiAu)2,40.0,True
Er(SiPt)2,3.0,True
Er(SiRu)2,5.7,True
Er(VCo5)2,433.5,True
Er(VFe5)2,505.0,True
Er0.05Zn0.8Fe1.95Co0.2O4,185.57,True
Er0.07Zn0.2Fe1.93Co0.8O4,703.0,True
Er0.14Zn0.2Fe1.86Co0.8O4,698.0,True
Er0.19Fe0.66B0.15,330.0,True
Er0.21Zn0.2Fe1.79Co0.8O4,695.0,True
Er0.25Co0.75,375.0,True
Er0.58Au0.42,9.5,True
Er0.97Co2,46.0,True
Er0.97H0.03,24.0,True
Er0.9Co5.2,1123.0,True
Er100Al17Ni183,30.0,True
Er100Al197Ni3,22.0,True
Er10Al11Ni9,16.0,True
Er10Al17Ni3,28.5,True
Er10Al19Ni,33.0,True
Er10Fe100Si20C3,585.0,True
Er10Fe20H37,300.0,True
Er10Fe85C12,708.0,True
Er11(InGe4)2,24.0,True
Er12Co7,13.5,True
Er12CrFe19O48,520.0,True
Er13Co7,10.0,True
Er13Fe7,40.0,True
Er15(B2C7)2,50.0,True
Er19Th,80.0,True
Er1Co1.94Ge0.06,47.0,True
Er1Co1.9Si0.1,54.0,True
Er1Co10Si0.5Mo1.5,545.0,True
Er1Co10Si1.5Mo0.5,681.0,True
Er1Co2H3.5,25.0,True
Er1Co4.5Ge0.5,785.0,True
Er1Co5.9,1053.0,True
Er1Fe0.14Co1.86,85.0,True
Er1Fe0.24Co1.76,195.0,True
Er1Fe0.25Co1.75,245.0,True
Er1Fe0.32Co1.68,290.0,True
Er1Fe11.3W0.7,506.0,True
Er1Fe2H3.1,380.0,True
Er1Fe2H3.5,440.0,True
Er1Fe2H3.7,300.0,True
Er1Fe8.5Ge3.5,870.0,True
Er1Ga0.666Co1.334,18.5,True
Er1Ga6.2Fe5.8,450.0,True
Er1In0.06Co1.94,52.0,True
Er1In1.1Ni0.9,8.0,True
Er1In1Pd1H1.2,6.9,True
Er1Mn0.2Co2,168.0,True
Er1Mn0.3Co0.7O3,67.0,True
Er1Mn0.4Co0.6O3,68.0,True
Er1Mn0.4Co2,190.0,True
Er1Mn0.5Co0.5O3,69.0,True
Er1Mn0.67Co0.33O3,55.0,True
Er1Mn0.6Co0.4O3,62.0,True
Er1Mn0.6Co2,212.0,True
Er1Mn0.7Co0.3O3,55.0,True
Er1Mn0.8Co0.2O3,50.0,True
Er1Mn1.8Fe0.2,34.4,True
Er1Mn6Ga0.2Ge5.8,52.0,True
Er1Mn6Ga0.4Ge5.6,108.0,True
Er1Mn6Ga0.6Ge5.4,280.0,True
Er1Mn6Ga0.8Ge5.2,381.0,True
Er1Mn6In0.1Sn5.9,342.0,True
Er1Mn6In0.2Sn5.8,336.0,True
Er1Mn6In0.4Sn5.6,337.0,True
Er1Mn6In0.6Sn5.4,334.0,True
Er1Mn6In0.8Sn5.2,328.0,True
Er1Nb0.65Fe10.215Co1.135,628.0,True
Er1Nb0.65Fe11.35,507.0,True
Er1Nb0.65Fe6.81Co4.54,904.0,True
Er1Nb0.65Fe7.945Co3.405,827.0,True
Er1Nb0.65Fe9.08Co2.27,741.0,True
Er1Nb0.6Fe11.4,520.0,True
Er1Ni1H3.19,12.0,True
Er1Ni2H1.05,5.5,True
Er1Ta0.5Fe11.5,520.0,True
Er1V0.5Co10Mo1.5,440.0,True
Er1V1.5Co10Mo0.5,498.0,True
Er2(Al3Co)3,5.0,True
Er20Fe140B10H37,588.0,True
Er25(Al22Ni3)2,27.0,True
Er25(Al23Ni2)2,31.0,True
Er25Fe50H103,4.2,True
Er26Ga8Co9,12.0,True
Er2Al2Co15,903.0,True
Er2Al3Co14,743.0,True
Er2Al4Co13,681.0,True
Er2BeCo17,1145.0,True
Er2CdCu2,36.0,True
Er2Co,16.0,True
Er2Co12As7,116.0,True
Er2Co12P7,146.0,True
Er2Co17,1185.5,True
Er2Co4H7,25.0,True
Er2Co7,646.0,True
Er2Co7B3,320.0,True
Er2CoSi2,50.0,True
Er2CrSbO7,10.0,True
Er2Fe10Co4B,803.0,True
Er2Fe11Co3B,735.0,True
Er2Fe12Co2B,698.0,True
Er2Fe13CoB,623.0,True
Er2Fe14B,552.5,True
Er2Fe14B1H3.7,588.0,True
Er2Fe14C,506.25,True
Er2Fe17,310.0,True
Er2Fe17C,488.0,True
Er2Fe17C2,675.0,True
Er2Fe17C2.4,708.0,True
Er2Fe17C2.5,671.0,True
Er2Fe17C3,663.0,True
Er2Fe17H,378.0,True
Er2Fe17H2,428.0,True
Er2Fe17H3,476.0,True
Er2Fe17H3.8,498.0,True
Er2Fe17N2.5,693.5,True
Er2Fe17N2.7,695.25,True
Er2Fe17N3,697.0,True
Er2Fe20Mo3,381.0,True
Er2Fe4Co13,1190.0,True
Er2Fe4H7,357.5,True
Er2Fe9Co5B,840.5,True
Er2Ga2.5Ni1.5,4.1,True
Er2Ga2Co15,932.0,True
Er2Ga3Co14,793.0,True
Er2Ga4Co13,602.0,True
Er2Ga5Co12,396.0,True
Er2Ga6Co11,251.0,True
Er2Ga7Co10,128.0,True
Er2Ga8Co9,25.0,True
Er2GaCo16,1069.0,True
Er2Ge2Ru,18.8,True
Er2GeRh3,20.0,True
Er2In,46.0,True
Er2Mn2Co15,982.0,True
Er2Mn2Fe2Co13,998.0,True
Er2Mn2O7,35.0,True
Er2Mn3Si5,55.0,True
Er2Mn4Co13,678.0,True
Er2Mn6Co11,383.0,True
Er2MnFe3Co13,1090.0,True
Er2MnNiO6,84.0,True
Er2Ni17,166.0,True
Er2Ni2Pb,6.0,True
Er2Ni7,74.0,True
Er2Si0.4Ni2.6,7.0,True
Er2TiMnO7,25.5,True
Er2V1.5Co15.5,833.0,True
Er2Zn3,20.0,True
Er3(AlNi3)2,7.8,True
Er3(Co2Sn)4,50.0,True
Er3Al(FeO3)4,420.0,True
Er3Al2Co7,84.0,True
Er3AlC,4.125,True
Er3AlCo,10.3,True
Er3Co,10.4,True
Er3Co11B4,350.0,True
Er3Co2.2Si1.8,28.0,True
Er3Co29(Si2B5)2,188.0,True
Er3CoNi,15.0,True
Er3Cr2Fe27,401.0,True
Er3Cr3Fe26,390.0,True
Er3Cr4Fe25,356.0,True
Er3CrFe28,393.0,True
Er3Fe29,316.0,True
Er3Fe5O12,548.85,True
Er3Ge13Pt4,2.2,True
Er3In,51.0,True
Er3Nb6Fe68B23,440.0,True
Er3Pd2,18.0,True
Er3Rh2,8.0,True
Er3Si11Pt23,3.39,True
Er3VFe28,408.0,True
Er4CdCo,12.5,True
Er4Co3,25.0,True
Er4CrGa12,2.8,True
Er4Fe34C5,671.0,True
Er4Th,48.0,True
Er5(In2Pd)2,16.5,True
Er5(TiFe9)6,500.0,True
Er55(Al3Cu2)9,11.0,True
Er55(Al3Ni2)9,11.3,True
Er5Al11,11.0,True
Er5Bi2Pt,20.0,True
Er5Mn10H23,1.5,True
Er5Nb6Fe66B23,370.0,True
Er5Ni3,35.0,True
Er5Sb2Pt,19.0,True
Er5Si3B,14.0,True
Er5Si4,27.5,True
Er6(MnH)23,44.6,True
Er6Cd5,14.0,True
Er6CoBi2,16.0,True
Er6CoNi3,11.5,True
Er6CoTe2,30.5,True
Er6Fe23,493.0,True
Er6FeBi2,9.5,True
Er6FeSb2,13.0,True
Er6Mn23,415.0,True
Er6MnBi2,52.5,True
Er6MnSb2,57.5,True
Er7Fe3,35.0,True
Er7Nb6Fe65B23,340.0,True
Er8.6Co71.4B20,640.0,True
Er9Th,74.0,True
ErAl2,13.75,True
ErAl2Ni,5.0,True
ErAl4O3,20.0,True
ErAl7Fe5,218.0,True
ErAlAg,14.0,True
ErAlCo,23.5,True
ErAlCo4,682.0,True
ErAlCu,17.0,True
ErAlFe,56.0,True
ErAlGa,3.0,True
ErAlNi,15.5,True
ErAu4,5.0,True
ErB2Ru3,32.0,True
ErC,50.0,True
ErCd,3.3,True
ErCo10SiMo,545.0,True
ErCo2,33.6,True
ErCo3,415.5,True
ErCo3B2,20.0,True
ErCo3Sn,47.0,True
ErCo4B,387.0,True
ErCo4Si,350.0,True
ErCo5,1066.0,True
ErCo80B19,706.0,True
ErCo9Si2,415.0,True
ErCrO4,15.0,True
ErCu4Ag,8.0,True
ErFe2,587.0,True
ErFe2(Co4Mo)2,610.0,True
ErFe3,551.5,True
ErFe4(Co3Mo)2,550.0,True
ErFe4B,620.0,True
ErFe6(Co2Mo)2,510.0,True
ErFe8(CoMo)2,450.0,True
ErFeSi,22.0,True
ErGa,32.0,True
ErGa2FeCo2,320.0,True
ErGa7Co5,293.0,True
ErGaCo4,505.0,True
ErGaFe,77.0,True
ErGePd2,3.0,True
ErGeRu,8.0,True
ErInNi,9.0,True
ErInPd,11.65,True
ErInPt,15.0,True
ErIr2,3.0,True
ErMg,16.0,True
ErMn12,4.0,True
ErMn2,20.0,True
ErMn5,415.0,True
ErMn5Fe7,100.0,True
ErMn6(Sn2Ge)2,140.0,True
ErMn6GaGe5,377.0,True
ErMn6InSn5,307.0,True
ErMn7Fe5,8.0,True
ErMnCo2,222.0,True
ErN,6.25,True
ErNb6Fe70B23,458.0,True
ErNi,11.35,True
ErNi2,8.2,True
ErNi2B2C,2.3,True
ErNi3,64.0,True
ErNi4Au,24.0,True
ErNi4B,10.0,True
ErNi5,9.2,True
ErNiBC,5.0,True
ErOs2,3.4,True
ErPd3S4,0.65,True
ErPt,16.0,True
ErPt2,3.6,True
ErRh2,6.0,True
ErRu2,13.0,True
ErSi2,4.25,True
ErSi2Rh3,24.0,True
ErSiNi2,7.0,True
ErSiNi4,7.4,True
ErSiPd2,2.8,True
ErTiAl3Co8,760.0,True
ErTiAlCo10,885.0,True
ErTiCo11,1034.0,True
ErTiFe11,510.0,True
ErTiFe11H,574.0,True
ErTiFe11N,723.0,True
ErTiFe8Co3,796.0,True
ErVCo10Mo,440.0,True
ErVO3,108.0,True
ErZn,20.0,True
ErZrSb,11.0,True
Et1.12Mn0.86P1S3N0.28,40.0,False
Et1.2Mn0.68Cd0.17P1S3N0.3,16.0,False
Eu,0.0,True
Eu(Al2Fe)4,137.0,True
Eu(AlFe)6,135.0,True
Eu(Co7S3)10,16.0,True
Eu(CoP)2,67.0,True
Eu(CoSi)2,37.0,True
Eu(CrAs)2,21.0,True
Eu(CrS2)2,85.0,True
Eu(CrSe2)2,155.0,True
Eu(Cu2As)2,35.0,True
Eu(CuP)2,51.0,True
Eu(FeP)2,27.75,True
Eu(FeP3)4,99.0,True
Eu(FeSb3)4,88.0,True
Eu(GdS2)2,6.0,True
Eu(GeRu)2,62.0,True
Eu(H2N)2,5.4,True
Eu(InP)2,24.0,True
Eu(MgH3)2,27.2,True
Eu(MnAl2)4,20.0,True
Eu(MnGe)2,9.0,True
Eu(NbS2)2,15.0,True
Eu(P3Os)4,15.0,True
Eu(P3Ru)4,17.8,True
Eu(PRu)2,29.0,True
Eu(Sb3Os)4,9.0,True
Eu(Sb3Ru)4,3.3,True
Eu(SiAu)2,15.5,True
Eu0.007Cr0.089Sn0.911Te1,276.0,True
Eu0.015Zn0.985O1,717.0,True
Eu0.01Cr0.077Sn0.923Te1,275.0,True
Eu0.01Zn0.99O1,643.0,True
Eu0.02Zn0.98O1,718.0,True
Eu0.03Zn0.97O1,726.0,True
Eu0.05Mn0.8Zn0.2Fe1.95O4,630.0,True
Eu0.05Zn0.95O1,300.0,True
Eu0.1Bi1.9Se3,8.0,True
Eu0.1Fe2Co0.9O4,656.15,True
Eu0.21Bi1.79Se3,64.0,True
Eu0.7Mn1Pb0.3O3,235.0,True
Eu1.7Fe5Bi1.3O12,480.0,True
Eu100Si133Ag67,34.0,True
Eu10O9F,66.0,True
Eu14CdAs11,30.0,True
Eu14MnAs11,74.0,True
Eu14MnP11,52.0,True
Eu14MnSb11,100.0,True
Eu1Al2.75Zn1.25,25.0,True
Eu1Al2.96Si1.04,17.0,True
Eu1Cu1.8P2,44.0,True
Eu1Fe2As1.62P0.38,19.0,True
Eu1Mn0.5Co0.5O3,123.0,True
Eu1Sc0.2Ti0.8O3,3.4,True
Eu1Si1.33Ag0.67,34.0,True
Eu1Ti0.85Al0.15O3,4.0,True
Eu1Ti0.95Al0.05O3,4.5,True
Eu1Ti0.95Ni0.05O3,5.5,True
Eu1Ti0.96Cr0.04O3,6.2,True
Eu1Ti0.98Cr0.02O3,5.2,True
Eu1Ti0.9Al0.1O3,4.0,True
Eu1Ti0.9Cr0.1O3,9.7,True
Eu1Ti0.9Ni0.1O3,5.5,True
Eu1W1N1.42O1.58,20.0,True
Eu2(CuNi)5,59.6,True
Eu2.73Fe5Bi0.27O12,480.0,True
Eu20Ni42As31,23.0,True
Eu24GdO25,132.5,True
Eu2Co12As7,136.0,True
Eu2Co12P7,151.0,True
Eu2CrSbO7,4.0,True
Eu2Cu6P5,36.0,True
Eu2CuSi3,34.0,True
Eu2Fe5BiO12,480.0,True
Eu2H5Ir,20.0,True
Eu2In,55.0,True
Eu2Mg17,16.0,True
Eu2MgH6,31.6,True
Eu2MnCoO6,126.65,True
Eu2MnNiO6,145.0,True
Eu2Si3Pd,40.0,True
Eu2Si5Pt3,5.5,True
Eu2SiO4,7.0,True
Eu2Zn2P3,25.0,True
Eu3(BO3)2,8.0,True
Eu3(PO4)2,5.0,True
Eu3Al2O6,10.0,True
Eu3As2,18.0,True
Eu3Fe5O12,522.25,True
Eu3Ge11Pt23,3.6,True
Eu3InO,185.0,True
Eu3O4,42.4,True
Eu3S4,3.8,True
Eu3Si11Pt23,5.54,True
Eu3Si4,120.0,True
Eu3SiO5,19.0,True
Eu4As3,17.75,True
Eu4Ga8Ge15,34.7,True
Eu4MnGa7Ge15,29.9,True
Eu4P2.67,25.0,True
Eu5(InSb3)2,15.0,True
Eu5Al2O8,6.0,True
Eu7Cu44As23,17.3,True
Eu8Ga14.6Si6.4Ge23.2,32.8,True
Eu8Ga14.7Si3.7Ge26.1,34.5,True
Eu8Ga15.1Si7.3Ge22.7,32.6,True
Eu8Ga15.2Ge29.8,36.2,True
Eu8Ga15CoGe30,31.1,True
EuAg199,6.5,True
EuAg5,19.0,True
EuAl4,14.0,True
EuAu199,6.5,True
EuAu5,6.6,True
EuB6,15.0,True
EuC2,22.0,True
EuCu3Pd2,14.5,True
EuCu4Pd,24.5,True
EuCuP,32.0,True
EuDy2O4,4.175,True
EuH2,18.3,True
EuI2,5.0,True
EuIn2Ni9,40.0,True
EuIn5Ni8,2.7,True
EuIn6Ni7,36.0,True
EuLu2O4,8.5,True
EuMg2Cu9,25.0,True
EuMnO3,35.0,True
EuNi2,139.0,True
EuO,69.15,True
EuPd,48.0,True
EuPd2,82.25,True
EuPt2,80.0,True
EuS,16.535,True
EuScCuS3,6.4,True
EuSe,4.58,True
EuTaMn2O6,19.5,True
EuTiO3,4.25,True
EuVO3,120.0,True
EuY2Fe5O12,556.0,True
EuZnAg,29.0,True
EuZnAu,51.1,True
EuZnGa3,14.0,True
EuZnPt,21.2,True
F2,0.0,False
Fe,1043.0,False
Fe(BRh2)3,240.0,False
Fe(BiSe2)2,450.0,False
Fe(CoO2)2,531.5,False
Fe0.005Bi1.995Te3,5.0,False
Fe0.019Ge0.981,300.0,False
Fe0.01Ni0.99O1,300.0,False
Fe0.02Ni0.98O1,300.0,False
Fe0.02Sn0.98S1,300.0,False
Fe0.031Ni0.866W0.103,55.0,False
Fe0.04Bi1.96Te3,8.0,False
Fe0.04Si0.96,26.0,False
Fe0.04Sn0.96S1,300.0,False
Fe0.05Ge0.95,233.0,False
Fe0.05Ni0.95O1,300.0,False
Fe0.05Si0.95C1,270.0,False
Fe0.05Sn0.95O2,431.0,False
Fe0.069Ni0.826W0.105,191.0,False
Fe0.06Sn0.94S1,300.0,False
Fe0.076Ni0.835W0.089,300.0,False
Fe0.07Si0.93,26.0,False
Fe0.08Bi1.92Te3,12.0,False
Fe0.08Co0.7Si0.11B0.11,738.0,False
Fe0.08Co0.9Ni0.83,858.0,False
Fe0.08Sn0.92S1,300.0,False
Fe0.118Ni0.81W0.072,515.0,False
Fe0.141Ni0.794W0.065,530.0,False
Fe0.14Co2.86Sn2S2,156.0,False
Fe0.14Ge0.86Te1,160.0,False
Fe0.15Ni0.85,804.0,False
Fe0.17Ni0.83,828.0,False
Fe0.181Ni0.789W0.03,775.0,False
Fe0.1Co2.9B1,825.0,False
Fe0.1Ge0.9Te1,160.0,False
Fe0.1Ni0.9,760.0,False
Fe0.1Sn0.9O2,464.0,False
Fe0.1Sn0.9S1,300.0,False
Fe0.25Co0.75Pt1,850.0,False
Fe0.25Co0.75S2,140.7,False
Fe0.25Ge0.75Te1,160.0,False
Fe0.28Co0.72,1173.15,False
Fe0.2Co2.8B1,883.0,False
Fe0.2Ni0.8,863.15,False
Fe0.32Co2.68Sn2S2,136.0,False
Fe0.35Co0.65Si1,6.1,False
Fe0.39Co2.61Sn2S2,121.0,False
Fe0.3Co0.7Si1,2.6,False
Fe0.3Co2.7B1,874.0,False
Fe0.45Co0.55Si1,28.5,False
Fe0.47Ge0.53,230.0,False
Fe0.4Co0.3Si0.3,972.0,False
Fe0.4Co0.4B0.2,800.0,False
Fe0.4Co0.6Si1,10.8,False
Fe0.4Co1.6P1,140.0,False
Fe0.4Ni0.35B0.25,637.0,False
Fe0.4Ni0.4B0.2,662.0,False
Fe0.54Co2.46O4,155.0,False
Fe0.5Au0.5,174.0,False
Fe0.5B0.5,1020.15,False
Fe0.5Co0.5Pt1,850.0,False
Fe0.5Co0.5Si1,40.0,False
Fe0.5Co1Rh1.5O4,160.0,False
Fe0.5Co2.5Sn2S2,101.0,False
Fe0.5Ni0.5,550.0,False
Fe0.5Pd0.5,32.5,False
Fe0.5Pt0.5,382.0,False
Fe0.635Ni0.365,560.0,False
Fe0.65Ni0.35,530.0,False
Fe0.6B0.4,1058.15,False
Fe0.6Co1.4P1,286.0,False
Fe0.6Co2.4B1,883.0,False
Fe0.74P0.26,580.0,False
Fe0.75B0.17W0.05,450.0,False
Fe0.75Co0.25Pt1,850.0,False
Fe0.78Si0.09B0.13,710.0,False
Fe0.7B0.3,1065.15,False
Fe0.7Co0.3Si1,52.0,False
Fe0.7Cu0.3,505.0,False
Fe0.7Si0.3,690.0,False
Fe0.82B0.18,617.0,False
Fe0.85Ge0.15,800.0,False
Fe0.86B0.14,556.0,False
Fe0.86Se1,443.0,False
Fe0.89Se1,320.0,False
Fe0.8B0.2,857.075,False
Fe0.8Co0.075P0.125,586.0,False
Fe0.8Co0.2Si1,28.0,False
Fe0.8Co1.2P1,407.0,False
Fe0.91B0.09,944.0,False
Fe0.95Co0.05Ge1,274.2,False
Fe0.975Ni0.025P1,313.0,False
Fe0.98C0.02,1000.0,False
Fe0.98Co0.02Si2,1094.15,False
Fe0.9B0.1,1066.15,False
Fe0.9Co0.1Ge1,269.4,False
Fe0.9Co0.1Si1,24.0,False
Fe0.9Co2.1B1,923.0,False
Fe0.9Si1Rh0.1,13.0,False
Fe0.9Si1Ru0.1,14.0,False
Fe1.05Sb0.02Te0.49Se0.49,8.0,False
Fe1.24Co0.76P1,459.0,False
Fe1.2Co0.1Si0.4P0.6,370.893374987114,False
Fe1.2Co0.2Si0.4P0.6,416.110735111537,False
Fe1.2Co0.4Si0.4P0.6,470.59621082072,False
Fe1.2Co0.8P1,453.0,False
Fe1.2Cu1.4Ge0.4O4,543.0,False
Fe1.2Si0.4P0.6,344.601293538136,False
Fe1.333P1Rh0.666,290.0,False
Fe1.3Co0.7P2,230.0,False
Fe1.4Co0.6P1,450.0,False
Fe1.4Co1.6Si1,1058.0,False
Fe1.5Co0.5P2,450.0,False
Fe1.5Co1.5Si1,1069.0,False
Fe1.5Co1Ni0.5O4,400.0,False
Fe1.5Co3.5B2P1,152.0,False
Fe1.6Co1.4Si1,1059.0,False
Fe1.6Ge1,427.0,False
Fe1.75Co0.2Si0.2P0.8,480.0,False
Fe1.75Ge1,510.0,False
Fe1.7Co0.3P2,480.0,False
Fe1.7Co1Ni0.3O4,400.0,False
Fe1.8Co0.1Si0.2P0.8,499.536325293915,False
Fe1.8Co0.2B0.12P0.88,412.0,False
Fe1.8Co0.2Si0.2P0.8,571.5675073618725,False
Fe1.8Co0.3Si0.2P0.8,508.625604525142,False
Fe1.8Co0.4Si0.2P0.8,495.187778171208,False
Fe1.8Co0.5Si0.2P0.8,513.91853309369,False
Fe1.8Co0.6Si0.2P0.8,498.588806368188,False
Fe1.8Co0.7Si0.2P0.8,498.403695054883,False
Fe1.8Co1.2Si1,1052.0,False
Fe1.8Cu1.1Ge0.1O4,688.0,False
Fe1.8Si0.2P0.8,516.757952390984,False
Fe1.94Cu0.06P1,265.0,False
Fe1.97Co0.03P2,280.0,False
Fe1.9Co0.1P2,415.0,False
Fe1.9Co0.2Si0.1P0.9,637.45994110502,False
Fe1.9Co0.3Si0.1P0.9,603.214348143732,False
Fe1.9Co0.4Si0.1P0.9,584.113370594642,False
Fe1.9Co0.5Si0.1P0.9,582.026946470111,False
Fe1.9Co0.6Si0.1P0.9,587.514398791622,False
Fe1.9Co0.8Si0.1P0.9,543.621055179307,False
Fe1.9Co0.9Si0.1P0.9,516.943063704288,False
Fe1.9Co1Si0.1P0.9,507.289038093488,False
Fe10.7Ni83.4Mo5.9,470.0,False
Fe10As3P2,470.0,False
Fe10AsP4,411.0,False
Fe10BP4,512.0,False
Fe10Co2B3Pt5,760.0,False
Fe11.25Pb1O19,673.15,False
Fe11.5Pb1O19,663.15,False
Fe11.75Pb1O19,688.15,False
Fe118Ni59Ge41O400,610.0,False
Fe11Au39,220.0,False
Fe11Mo9,44.5,False
Fe11PbO19,683.15,False
Fe11Pt9,575.0,False
Fe11S12,483.0,False
Fe11Si4Ni5,650.0,False
Fe12.1Ge87.9,350.0,False
Fe12.9Ni80.4Mo6.7,495.0,False
Fe12B3Pt5,812.5,False
Fe12B5Pt3,740.0,False
Fe12Co3P5,670.0,False
Fe12PbO19,703.15,False
Fe12Pt13,773.15,False
Fe13Au87,40.0,False
Fe13B5Pt7,660.0,False
Fe13Co13(B5Pt7)2,660.0,False
Fe13Co7,1241.575,False
Fe13Ni12,761.15,False
