composition,Tc_exp
Co72.5Si12.5B15/Fe77.5Si7.5B15,574.5
Co72Zr28,848.15
Co74Zr16Cr4Si3B3,600.0
Co74Zr18Fe8,785.0
Co75-Si10-B15,868.15
Co75Fe25,156.0
Co75P16B6Al3,630.0
Co76Mo18Ni6,1073.15
Co76Zr16Cr2Si3B3,625.0
Co78B11Si11,1025.0
Co78Zr16Si3B3,685.0
Co7Fe13,1210.0
Co7Fe3Zr5,74.0
Co7Hf,600.0
Co7Hf2,420.0
Co7Pd9993,1.55
Co7Zn7Mn6,212.25
Co7Zn8Mn5,220.0
Co8.16Fe5.44Si3.4U2,561.0
Co80Ag20,400.0
Co80B20,840.0
Co80Fe20/Al2O3,58.0
Co80Ge20,850.0
Co80Zr15Ti3B2,773.15
Co80Zr17Al1B2,723.15
Co80Zr17C1B2,755.15
Co80Zr17Cu1B2,732.15
Co80Zr17Ga1B2,725.15
Co80Zr17Si1B2,731.15
Co80Zr18B2,764.15
Co81.5B18.5,900.0
Co82Zr12Ti6,780.0
Co82Zr12V4B2,615.0
Co82Zr12V5B1,615.0
Co82Zr14Ti4,780.0
Co82Zr16Ti2,780.0
Co82Zr18,767.5
Co85(Al70Zr30)15,830.0
Co85Si5Fe3B3Mo2Ni2,638.0
Co9.52Fe4.08Si3.4U2,522.0
Co90B10,1050.0
Co90Cr10,1369.5
Co90Nb10Ta3,360.0
Co91Cr9S200,210.0
Co96Mn4,1388.0
Co9Ga10Mn30N1,223.0
Co:TiO2,400.0
CoCr0.5Rh1.5S4,50.0
CoCr1.5Fe0.5O4,175.0
CoCr1.65Rh0.35S4,200.0
CoCr1.6Fe0.4O4,160.0
CoCr1.7Fe0.3O4,106.0
CoCr1.8Fe0.2O4,98.0
CoCr1.9Fe0.1O4,108.5
CoCr2O4,97.0
CoCr2O4-δ,106.0
CoCr2S4,229.7
CoCrAl,16.0
CoCrCuFeNi,93.0
CoCrFeO4,340.0
CoCrInS4,200.0
CoF6H12O6Si,252.5
CoF6H12O6Zr,246.0
CoFe,1273.15
CoFe0.25CrAl,165.0
CoFe0.5CrAl,292.0
CoFe0.5O4Rh1.5,160.0
CoFe0.75CrAl,392.0
CoFe1.1Al0.9O4,442.0
CoFe1.2Al0.8O4,476.0
CoFe1.3Al0.7O4,518.0
CoFe1.4Al0.6O4,554.0
CoFe1.5Al0.5O4,582.0
CoFe1.5Ni0.5O4,400.0
CoFe1.6Al0.4O4,630.0
CoFe1.7Al0.3O4,672.0
CoFe1.7Ni0.3O4,400.0
CoFe1.8Al0.2O4,701.0
CoFe1.9Al0.1O4,754.0
CoFe2,1260.15
CoFe2Ga,1165.0
CoFe2Ge,925.0
CoFe2N,488.0
CoFe2O4,790.0
CoFe2O4-Ag35,480.0
CoFe2O4Zn,622.5
CoFe2Se4,88.0
CoFe2Si,1037.0
CoFeB,920.0
CoFeB/Pd,453.0
CoFeCrAl,460.0
CoFeMnSi,770.5
CoFeMnSn,390.0
CoFeO4Rh,355.0
CoFeP,425.0
CoFeSn,240.0
CoFeTaBO,400.0
CoFeTiSi,583.0
CoFeTiSn,213.5
CoGa,109.0
CoGa1.2Fe0.8O4,210.0
CoGa2Mn,154.0
CoGaMn2,718.0
CoGaU,47.5
CoGeMn,290.0
CoGeMn2,579.0
CoGeU,3.0
CoH20N2O14S2,6.5
CoIrMnAl,400.0
CoMn0.3Fe1.7O4,753.0
CoMn0.4Fe1.6O4,691.0
CoMn0.6Fe1.4O4,628.0
CoMn0.9Fe0.1Ge,294.0
CoMn0Fe2O4,798.0
CoMn2O4,636.5
CoMn2Pt,143.0
CoMn2Sb,485.0
CoMn2Sn,604.0
CoMnCrAl,380.0
CoMnGe,314.0
CoMnGe0.94Ga0.06B0.015,274.0
CoMnGe0.95Ga0.05,310.0
CoMnGe0.95Ga0.05B0.015,269.0
CoMnO3,392.5
CoMnP,583.0
CoMnSb,471.0
CoMnSn,276.25
CoMnSn0.90Cu0.10,158.5
CoMnSn0.92Cu0.08,155.1
CoMnSn0.94Cu0.06,150.3
CoMnSn0.96Cu0.04,149.0
CoMnSn0.98Cu0.02,145.5
CoMnVGa,100.0
CoNb0.05SnTi0.95,141.0
CoNb0.15SnTi0.85,155.0
CoNb0.2Mn0.8Sb,470.0
CoNb0.3SnTi0.7,120.0
CoNb0.4Mn0.6Sb,465.0
CoNb0.5SnTi0.5,112.0
CoNb0.65SnTi0.35,91.0
CoNb0.6Mn0.4Sb,328.5
CoNb0.75SnTi0.25,23.0
CoNb0.85SnTi0.15,17.0
CoNi,1040.0
CoNi/Pt,523.15
CoO/Ni80Fe20,630.0
CoO3Sr,230.0
CoO4V2,147.5
CoPO4,45.0
CoPd/Pd,383.15
CoPt,826.5
CoPt3,537.825
CoRe2O6,32.375
CoRh2Sb,450.0
CoRh2Sn,444.0
CoRuFeGe,833.0
CoRuFeSi,867.0
CoRuMnGe,560.0
CoRuMnSi,780.0
CoRuVAl,168.0
CoRuVGa,150.0
CoS1.75Se0.25,28.5
CoS1.84Se0.16,67.0
CoS1.8Se0.2,42.0
CoS1.97,122.0
CoS1.9Se0.1,94.0
CoS2,121.315
CoSbTi,900.0
CoSbV,58.0
CoSi,100.0
CoSi0.70Al0.30,320.0
CoSi3U2,10.0
CoSnTi,135.0
CoSnU,84.0
CoTiSb,900.0
CoTiSn,135.0
CoV0.4Mn0.6Sb,480.0
CoV0.65Mn0.35Sb,80.0
CoVMnAl,48.0
CoVSb,20.0
CoX,1400.0
Co_xTi6Sn5 (x=0.1),150.0
Co₂As,30.0
Co₂CrGa,495.0
Co₂FeAl,1200.0
Co₂FeGa,1100.0
Co₂FeGe,1073.0
Co₂FeSi,1100.0
Co₂HfSn,423.0
Co₂MnAl,697.0
Co₂MnGa,695.0
Co₂MnGe,905.0
Co₂MnSb,600.0
Co₂MnSi,985.0
Co₂MnSn,829.0
Co₂MnTi,900.0
Co₂NbAl,383.0
Co₂NbGa,351.0
Co₂TaAl,260.0
Co₂TiGe,380.0
Co₂TiSi,380.0
Co₂TiSn,350.0
Co₂ZrSn,465.0
Cr-doped ZnTe (Bulk),273.0
Cr0.1CuRh1.9Se4,5.0
Cr0.25CuS4V1.75,8.0
Cr0.25Ni0.75,340.0
Cr0.2GaGeMn0.8,477.0
Cr0.33NbS2,129.58
Cr0.33NbSe2,82.0
Cr0.34Fe0.66NH4(HPO4)2,17.9
Cr0.4CuRh1.6Se4,50.0
Cr0.51Mn0.49Sb,390.0
Cr0.5Fe0.5,295.0
Cr0.5Fe1.5MnO4,485.0
Cr0.5Ti0.5_5S6,70.0
Cr0.5V0.5I3,55.0
Cr0.67Te,349.5
Cr0.718Te,175.0
Cr0.7Mn0.3Sb,255.0
Cr0.7Ti0.3_5S6,150.0
Cr0.82Mn0.18Ge,13.0
Cr0.8O2V0.2,114.0
Cr0.927Te,290.0
Cr0.92Te,613.15
Cr0.94Ti0.06O2,625.15
Cr0.95Cu0.05AlGe,108.0
Cr0.95Fe0.05AlGe,115.6
Cr0.95Mn0.05AlGe,166.5
Cr0.95Ni0.05AlGe,133.0
Cr0.95Ti0.05AlGe,62.8
Cr0.95V0.05AlGe,77.0
Cr0.99Ti0.01O2,643.15
Cr0.9O2V0.1,260.0
Cr0.9Ti0.1_5S6,248.0
Cr1,0.0
Cr1.25CuS4V0.75,46.0
Cr1.27(Te0.75Se0.25)2,64.0
Cr1.32(Te0.75Se0.25)2,56.0
Cr1.36(Te0.75Se0.25)2,82.0
Cr1.5CuRh0.5Se4,350.0
Cr1.5Fe0.5MnO4,232.0
Cr1.75CuS4V0.25,267.0
Cr1.7In0.3MnS4,36.0
Cr1.8In0.2MnS4,48.0
Cr1.9266Mn0.0734AlC,4.0
Cr1.9622Mn0.0378AlC,4.0
Cr1.9792Mn0.0208AlC,4.0
Cr1/3NbS2,130.0
Cr10Fe10H33Zr10,44.0
Cr10Fe4Ni1O20,138.0
Cr11Ge19,89.5
Cr11Pt39,337.5
Cr15Ni25,175.0
Cr19O40V1,381.5
Cr1Cu1Mn1O4,45.0
Cr1Cu5Rh9Se20,15.0
Cr1Fe1Zr2,30.0
Cr1Fe2O4,430.0
Cr1Fe3,1083.0
Cr1Fe4Zr5,160.0
Cr1Ge2,99.0
Cr1Mn1O4,250.0
Cr1Mn2O4,65.0
Cr1Ni1O2,389.0
Cr1O6Re1Sr2,635.0
Cr1Pt3,458.0
Cr1S1,303.0
Cr2.2Ni97.8,518.15
Cr2.8Co0.2Si,320.0
Cr2.9Co0.1Si,320.0
Cr20Fe9Ni1O40,183.0
Cr243Fe257,9.0
Cr25.2Fe24.8Ni25.5Mn24.5,205.0
Cr2CoAl,385.25
Cr2CoGa,310.0
Cr2Cu1O4,134.0
Cr2CuITe3,281.0
Cr2CuO4,122.0
Cr2CuS0.5Se3.5,406.0
Cr2CuS1.5Se2.5,370.0
Cr2CuS2.5Se1.5,350.0
Cr2CuS2Se2,358.0
Cr2CuS3Se,310.0
Cr2CuS4,375.0
Cr2CuSSe3,392.0
Cr2CuSe4,438.0
Cr2CuTe4,336.8
Cr2CuTe5,190.0
Cr2Fe13O20,763.0
Cr2FeO4,84.0
Cr2FeS4,173.5
Cr2GeC,0.0
Cr2HgS4,36.0
Cr2HgSe4,110.0
Cr2MnO4,43.0
Cr2MnS4,70.5
Cr2NiO4,65.0
Cr2PbS4,138.0
Cr2PbSe4,194.0
Cr2Pt3,990.0
Cr2PuSi2,81.0
Cr2S3,120.0
Cr2S4Sn,100.0
Cr2S4Sr,75.0
Cr2Sb1Te1,220.0
Cr2Se4Sr,150.0
Cr2Se4Zn,129.5
Cr2Si2Te6,33.0
Cr2Te3,183.0
Cr2Te4Ti,214.0
Cr33Nb100Se200,105.0
Cr33Nb50S100,65.0
Cr33S200Ta100,170.0
Cr33Se100Ta50,120.0
Cr3F14Na5,18.0
Cr3Fe,167.2
Cr3Fe12Se20,330.0
Cr3Fe1Sb4,80.0
Cr3Fe3S8,302.0
Cr3Fe3Se8,220.0
Cr3Pt7,675.0
Cr3Se4,70.0
Cr3Te4,325.0
Cr4.5Ti0.5Te8,129.0
Cr48Te52,342.0
Cr4Cu1Fe1S8,357.5
Cr4Cu2Te7,305.0
Cr4Fe1,81.0
Cr4Fe16H31Zr10,208.0
Cr4PtGa17,58.0
Cr4Sb1Te3,290.0
Cr4TiTe8,74.0
Cr5.28(Te0.75Se0.25)8,16.0
Cr5.44(Te0.75Se0.25)8,72.0
Cr52Fe625Rh625,484.0
Cr5CsTe8,125.0
Cr5Cu5Rh3Se20Sn2,140.0
Cr5KTe8,250.0
Cr5RbTe8,120.0
Cr5S6,303.0
Cr5Te6,327.0
Cr5Te8,190.0
Cr60Fe20Mn20,100.0
Cr69Fe10Mn9,125.0
Cr6Fe9O20,273.0
Cr70Fe30,160.0
Cr71Fe12Mn13,40.0
Cr72Fe13Mn9,103.0
Cr73Fe14Mn11,35.0
Cr75Fe16Mn9,55.0
Cr75Fe25,87.0
Cr77Fe18Mn7,68.0
Cr78Fe13Mn9,30.0
Cr79Fe20Mn5,90.0
Cr7Pt13,860.0
Cr7Se4Te4,140.0
Cr7Te8,350.0
Cr81Fe10Mn9,30.0
Cr84Re16V10.4,26.0
Cr84Re16V10.9,25.0
Cr84Re16V12.4,23.0
Cr84Re16V4.4,352.0
Cr84Re16V5.7,325.0
Cr84Re16V6.9,257.0
Cr84Re16V8.5,197.0
Cr87Fe113,47.0
Cr8Cu4Te17,270.0
Cr9Pd71Si20,60.0
CrAlGe,80.0
CrAs,400.0
CrBr3,32.75
CrCoNi,4.0
CrCoNiFe,120.0
CrCoNiFeMn,20.0
CrCuRhSe4,220.0
CrF5Ti,26.0
CrF5V,40.0
CrF7Na2Ni,4.0
CrFe-OPy,15.0
CrFe2Ga,353.0
CrFe2Se4,320.0
CrFe2Si,450.0
CrFeAs,45.0
CrFeMnO4,375.0
CrFeRuSi,310.0
CrGa2Sb2,345.0
CrGeTe3,61.0
CrI3,61.0
CrMn0.06I3,57.8
CrMn2O4,569.0
CrMn6,10.0
CrNb3S6,129.58
CrNb4Se8,79.0
CrNi6,6.0
CrNiP,141.775
CrO2,395.0
CrO6OsSr2,725.0
CrRuAs,164.0
CrS2Tl,90.0
CrS3U,137.0
CrSb,300.0
CrSbSe3,72.0
CrSe2Tl,105.0
CrSiTe3,33.0
CrTe,340.0
CrTe0.6Sb0.4,250.0
CrTe0.80Sb0.20,287.2
CrTe0.90Sb0.10,296.4
CrTe0.90Se0.10,298.2
CrTe0.92Se0.08,310.0
CrTe0.94Se0.06,317.1
CrTe0.96Se0.04,329.1
CrTe0.98Se0.02,329.0
CrTe2,312.5
Cs1,0.0
Cs1F3Fe1,60.0
Cs1F3Ni1,120.5
Cs2Cr2U6Se15,84.0
Cs2TCNQ3,420.0
CsCl,5.0
CsMg4Mn6O15,165.0
CsNiCr,90.0
Cu(Cr0.20Ti0.80)2S4,257.0
Cu(Cr0.35Ti0.65)2S4,163.0
Cu(Cr0.40Ti0.60)2S4,153.0
Cu(Cr0.42Ti0.58)2S4,55.0
Cu(Cr0.45Ti0.55)2S4,20.0
Cu(Cr0.47Ti0.53)2S4,9.3
Cu(Cr0.85Fe0.15)O2,572.0
Cu(Cr0.85Mn0.15)O2,285.0
Cu(Cr0.94Fe0.06)O2,193.0
Cu(Cr0.95Fe0.05)O2,550.0
Cu(Cr0.95Mn0.05)O2,276.0
Cu(en)(H2O)2SO4,0.9
Cu-52%Ni,59.5
Cu-doped GaN,400.0
Cu-doped TiO2,273.0
Cu-doped ZnS,300.0
Cu-implanted ZnO,300.0
Cu0.00Zn1.00Fe2O4,480.0
Cu0.05Ga0.95CFe3,546.0
Cu0.1Ga0.9CFe3,546.0
Cu0.1Mn0.9Cr2S4,386.0
Cu0.25Zn0.75Fe2O4,560.6
Cu0.2Mn0.8Cr2S4,398.0
Cu0.2Zn0.2Ni0.6Fe2O4,497.0
Cu0.2Zn0.8Fe2O4,140.0
Cu0.35Cd0.2Ni0.45Fe1.75O4,751.15
Cu0.3Cd0.2Ni0.5Fe1.5O4,782.15
Cu0.3Fe0.7,505.0
Cu0.3Zn0.7Fe2O4,272.0
Cu0.47Ni0.53,60.0
Cu0.4Cd0.2Ni0.4Fe2O4,680.15
Cu0.4Zn0.2Ni0.4Fe2O4,483.0
Cu0.50Zn0.50Fe2O4,542.5
Cu0.5Fe0.5Cr2S4,345.0
Cu0.5Ni0.5,175.0
Cu0.5Ni0.5Fe2O4,823.0
Cu0.5Zn0.5Fe2O4,542.5
Cu0.5Zn0.5Ga0.3Fe1.7O4,309.0
Cu0.6Mn2.4Ge2,316.0
Cu0.6Zn0.2Ni0.2Fe2O4,466.0
Cu0.6Zn0.4Ga0.3Fe1.7O4,333.0
Cu0.72Ni0.28,333.0
Cu0.73Ni0.27(HSeO3)2,31.0
Cu0.75Zn0.25Fe2O4,544.5
Cu0.78Co0.1Cr2.2Se4,362.0
Cu0.7Cd0.3Fe2O4,780.0
Cu0.7Zn0.3Ga0.3Fe1.7O4,373.0
Cu0.80Mn0.20O,90.0
Cu0.85Mn0.15O,90.0
Cu0.85Ni0.15MnSb,160.0
Cu0.87Co0.06Cr2.3Se4,350.0
Cu0.8Zn0.2Fe2O4,448.0
Cu0.8Zn0.2Ga0.3Fe1.7O4,402.0
Cu0.90Mn0.10O,90.0
Cu0.92Ni0.08O,330.0
Cu0.93Mn0.07O,90.0
Cu0.94Fe0.06CrO2,176.0
Cu0.95Mn0.05O,90.0
Cu0.95Ni0.05O,330.0
Cu0.97Ni0.03O,330.0
Cu0.98Cr1.66Sb0.38Se4.08,71.5
Cu0.99Cr1.70Sb0.42Se4.04,74.0
Cu0.99Cr1.73Sb0.36Se4.05,69.5
Cu0.99Cr1.85Sb0.30Se4.03,70.5
Cu0.9Ni0.1Cr2O4,130.0
Cu0.9Sb2U,113.0
Cu0.9Zn0.1Ga0.3Fe1.7O4,433.0
Cu1,0.0
Cu1.0-3xFe2.0MoxO4.0,653.0
Cu1.00Cr1.64Sb0.33Se3.99,68.0
Cu1.00Zn0.00Fe2O4,538.5
Cu1.01Cr1.53Sb0.48Se3.99,72.5
Cu1.09Ni0.91(HSeO3)2Cl2.4H2O,16.0
Cu1.0Cr2Te4,324.0
Cu1.0Fe2.0-2xMoxO4.0,653.0
Cu1.1Co0.11Cr2.0Se4,310.0
Cu1.1Cr2Te4,288.0
Cu1.1Ge0.1Fe1.8O4,688.0
Cu1.1Ti0.1Fe1.8O4,688.0
Cu1.25Cr1.25Zr0.75Se4,125.0
Cu1.28Co0.23Cr2.09Se4,66.7
Cu1.2Cr2Te4,278.0
Cu1.38Ni0.62(HSeO3)2Cl2.4H2O,18.8
Cu1.4Cr2Te4,194.0
Cu1.4Ge0.4Fe1.2O4,543.0
Cu1.4Ti0.4Fe1.2O4,608.0
Cu1.5Cr2Te4,255.0
Cu1.6Cr2Te4,256.0
Cu1.7Cr2Te4,256.0
Cu1.8Cr2Te4,244.0
Cu1.9Cr2.2Te4,156.0
Cu11Fe18Ge1O40,709.0
Cu11Ni9,7.5
Cu13Fe14Ge3O40,700.0
Cu14Ni11,4.2
Cu1Fe10Mg4O20,930.5
Cu1Fe10Mn1O20Zn3,328.5
Cu1Fe1Ga1O4,361.0
Cu1Fe4O8Zn1,383.0
Cu1Fe5O8,623.0
Cu1Mn1O4Rh1,35.0
Cu1Mn2O4,25.0
Cu1O4Rh2,830.0
Cu2(OBt)4·3H2O,7.0
Cu2(Zn0.85Mn0.15)(Sn0.85Al0.15)Se4,5.0
Cu2+ doped ZnO,300.0
Cu20Ni80,447.15
Cu21Fe38Ge1O80,719.0
Cu25Al10Mn,503.15
Cu25Ni75,410.15
Cu27.5Ni72.5,318.15
Cu27Ni73,326.15
Cu2AlMn,573.15
Cu2F1Fe1O3,658.0
Cu2Fe10O20Zn3,323.5
Cu2Fe9Li1O16,813.5
Cu2FeGeSe4,8.0
Cu2Ge2U,107.0
Cu2GeMn,300.0
Cu2InMn,505.0
Cu2Mg1Mn3O8,57.0
Cu2Mn3Ni1O8,150.0
Cu2MnAl,605.0
Cu2MnBO5,92.0
Cu2MnIn,500.0
Cu2MnSn,530.0
Cu2NpSi2,37.5
Cu2O,300.0
Cu2O4Se,58.0
Cu2O7V2,34.15
Cu2O:Co,700.0
Cu2OSeO3,60.0
Cu2P2U,216.0
Cu2Si2U,101.5
Cu2Te2O5Br2,11.4
Cu2Te2O5Cl2,18.2
Cu2V2O7,35.0
Cu2VAl,210.0
Cu30Ni70,323.575
Cu33Ni66,350.0
Cu3Fe97P50,265.0
Cu3Mn10Ni7Sb10,167.0
Cu3Mn3O8,80.0
Cu3Sb4U3,89.5
Cu41Ni59,150.0
Cu4Fe10Mg1O20,960.5
Cu4Fe10Mn1O20,671.0
Cu4Fe10O20Zn1,579.5
Cu4Ge4U3,73.0
Cu4Te5O12Cl4,13.6
Cu50Ni25Fe25,744.15
Cu50Ni40Co10,771.15
Cu50Ni45Co5,613.15
Cu50Ni50,574.15
Cu52Fe625Rh625,486.0
Cu5Bi2B4O14,24.5
Cu5Fe22O40Zn3,519.0
Cu5Fe9Ga1O20,680.0
Cu5SnU,53.5
Cu60Fe20Ni20,625.0
Cu60Ni20Fe10Co10,948.15
Cu64Mn9Al27,160.0
Cu67.5Al12.5Mn20.0,80.0
Cu69.0Al15.0Mn16.0,69.0
Cu6Fe8Ge1O20,700.0
Cu6Ni19,346.0
Cu70.5Al17.6Mn11.9,52.0
Cu70Fe30,380.0
Cu72.7Al19.0Mn8.3,38.0
Cu7Fe40Mn13O80,600.0
Cu7Mn10Ni3Sb10,383.0
Cu9Fe18O40Zn3,518.0
Cu9Mn10Ni1Sb10,649.0
Cu9Ni11,133.5
CuBr2·6H2O,50.0
CuCl2·2D2O,4.15
CuCl2·2H2O,4.25
CuCoCrAl,204.0
CuCr0.8Mn0.2O2,100.0
CuCr0.95Mn0.05O2,107.0
CuCr0.95Rh0.05O2,120.0
CuCr0.9Mn0.1O2,104.0
CuCr1.0Sb1.0Se4,250.0
CuCr1.2Sb0.8Se4,260.0
CuCr1.3Ti0.7Se4,165.0
CuCr1.5Sb0.5Se4,220.0
CuCr1.5Ti0.5Se4,250.0
CuCr1.6Sb0.4S4,175.0
CuCr1.7Sb0.3S4,118.0
CuCr1.7Sn0.3Se4,276.5
CuCr1.7Ti0.3Se4,332.0
CuCr1.8Sb0.2Se4,240.0
CuCr1.9Sb0.1Se4,357.0
CuCr2O4,130.0
CuCr2S4,377.0
CuCr2Se4,404.5
CuCr2Te4,326.0
CuCrFeTiNi,50.0
CuCrZrS4,55.5
CuCr₂Se₄,431.5
CuCr₂S₄,394.0
CuCr₂Te₄,354.5
CuF4K2,6.265000000000001
CuF4Rb2,6.05
CuFe0.6Cr1.4O4,430.0
CuFe2Ga,798.0
CuFe2O4,708.0
CuFePd6,250.0
CuFeSb,375.0
CuGa0.6Al0.6Fe0.8O4,390.0
CuGa0.75Mn0.25Se2,120.0
CuGa0.75Mn0.25Te2,240.0
CuGa0.80Mn0.20Se2,120.0
CuGa0.85Mn0.15Se2,115.0
CuGa0.90Mn0.10Se2,80.0
CuGa0.95Mn0.05Se2,20.0
CuGe2Mn2,612.0
CuIn0.9Co0.1Te2,980.0
CuMn3N,150.0
CuMnSb,55.0
CuO,256.5
CuO3Se,25.0
CuP2U,74.75
CuRh2O4,833.0
CuS2,23.0
CuSb2U,106.0
CuSe2,31.0
CuSi3U2,30.0
Cu[Cr1.81Hf0.14]Se4,390.0
Cu[Cr1.87Hf0.09]Se4,392.0
Cu[Cr1.93Hf0.06]Se4,399.0
Cu⁺[Mg½Mn³/₂]O₄,57.0
Cu⁺[Ni½Mn³/₂]O₄,150.0
F0.5Fe2Li0.5Mn0.5O3.5,703.0
F1,0.0
F14Fe3Na5,90.0
F14Fe5.4Na0.8O4,663.0
F15Fe5K3,123.0
F1Fe2Li1O3,903.0
F2Fe1,363.0
F300Mg33Ni67Rb100,58.0
F300Mn33Ni67Rb100,103.0
F3Fe1,362.0
F3Fe1Rb1,87.0
F3Fe1Tl1,77.0
F3FeK,36.6
F3K1Mn1,81.5
F3MnNa,66.7
F3Ni1Rb1,142.0
F3NiTl,129.0
F6RbV2,13.0
F7Fe20Mg8O33,693.0
Fe,1043.0
Fe (bcc),1043.0
Fe (with 8-10% Si),300.0
Fe(In1.4Cr0.6)S4,12.8
Fe(In1.8Cr0.2)S4,12.8
Fe(cryst.),1040.0
Fe-0.1%C,1043.15
Fe-0.29N,501.0
Fe-0.38N,520.0
Fe-0.55N,80.0
Fe-1.37%C,478.0
Fe-1.89at% Mn,1020.4
Fe-10wt%Si,918.15
Fe-12Al-12Si,780.0
Fe-13%Ga,993.15
Fe-15%Si,823.15
Fe-15Cr,984.0
Fe-17Cr-1Ni,1031.0
Fe-20Ni,953.15
Fe-23Cr-9Co,923.15
Fe-24.5%Ni-10%Co,473.0
Fe-25.3%Ni-0.73%C,195.0
Fe-25.3%Ni-0.78%C,195.0
Fe-26.5Al,803.15
Fe-27%Ga,450.0
Fe-27.0Ga,748.15
Fe-27.1Ge,533.15
Fe-27Al,810.65
Fe-27Ge,650.0
Fe-28%Cr-12%Co-5%Mo-0.5%Ti,923.15
Fe-3.00Ti-1.40B,1039.15
Fe-3.54Ti-0.63B,1043.15
Fe-3.70Ti-0.51B,1045.15
Fe-3.80Ti-0.95B,1046.15
Fe-30%Cr-15%Co-2%Mo-0.5%Ti,923.15
Fe-30%Cr-15%Co-3%Mo-0.5%Ti,923.15
Fe-30.2%Ni,238.5
Fe-4.00Ti-1.87B,1043.15
Fe-4.59Ti-2.67B,1040.15
Fe-5.48Ti-1.13B,1044.15
Fe-50%Co,1329.0
Fe-50%Ni,803.15
Fe-50Co,1253.0
Fe-5Al-20Si,790.0
Fe-6.5wt%Si,949.15
Fe-6Al-9Si,970.0
Fe-7Al-7Si,980.0
Fe-8%Al-3%Ga,1023.15
Fe-Cr (ER 420),1014.7
Fe-Cr-Nb-B,318.15
Fe-Ni,400.0
Fe-doped 6H-SiC,438.0
Fe-doped ITO,300.0
Fe-doped TiO2,650.0
Fe-doped ZnS,300.0
Fe-doped rutile TiO2,350.0
Fe/Ag,273.0
Fe/Al,540.0
Fe/CNTs,1038.0
Fe/CoO,273.0
Fe/W(110),220.0
Fe0.019Ge0.981,300.0
Fe0.01Ni0.3Zn0.4Mn0.3Fe1.99O4,535.15
Fe0.031Ni0.866W0.103,55.0
Fe0.04Si0.96,26.0
Fe0.05Ge0.95,233.0
Fe0.05V0.95BO3,45.0
Fe0.069Ni0.826W0.105,191.0
Fe0.076Ni0.835W0.089,300.0
Fe0.07Si0.93,26.0
Fe0.118Ni0.81W0.072,515.0
Fe0.141Ni0.794W0.065,530.0
Fe0.181Ni0.789W0.03,775.0
Fe0.1Co2.9B,825.0
Fe0.1GaMn1.9Ni,534.0
Fe0.25Mn1.7P0.5Si0.5,175.0
Fe0.25TaSe2,38.0
Fe0.2Co2.8B,883.0
Fe0.2GaGeMn0.8,292.0
Fe0.2GaMn1.8Ni,503.0
Fe0.33GeMnNi0.67,213.0
Fe0.35Co0.65Si,6.1
Fe0.36GeMnNi0.64,215.0
Fe0.396Cr0.604,60.0
Fe0.3Co0.7Si,2.6
Fe0.3Co2.7B,923.0
Fe0.3GaMn1.7Ni,454.0
Fe0.3GeMnNi0.7,211.0
Fe0.45Co0.55Si,28.5
Fe0.4Co0.6Si,10.8
Fe0.4GaMn1.6Ni,425.0
Fe0.4GeMnNi0.6,218.0
Fe0.4Si0.3Co0.3,972.0
Fe0.50Mn0.15Al0.35,220.0
Fe0.525Cr0.455Ni0.020,50.0
Fe0.55Mn0.10Al0.35,230.0
Fe0.5B0.5,1020.15
Fe0.5Co0.593Hf7Cu1B6,823.15
Fe0.5Co0.5Be2,590.0
Fe0.5Co0.5Si,40.0
Fe0.5Cu0.5Cr2S4,340.0
Fe0.5Cu0.5Zr0.40,75.0
Fe0.5GaMn1.5Ni,383.0
Fe0.5GeMnNi0.5,220.0
Fe0.5Ni0.5,550.0
Fe0.5Pd0.5,32.5
Fe0.5Pt0.5,382.0
Fe0.5Zn0.5Cr2S4,98.0
Fe0.635Ni0.365,560.0
Fe0.65Ni0.35,530.0
Fe0.6B0.4,1058.15
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Mo1,660.0
Fe0.6Co0.4)0.75Si0.05B0.20)95Nb4Zr1,658.0
Fe0.6Co0.4)0.75Si0.05B0.20)96Nb4,676.0
Fe0.6Co0.473.5Cu1Nb3Si13.5B9,623.15
Fe0.6Co0.486Hf7B6Cu1,823.15
Fe0.6GaMn1.4Ni,352.0
Fe0.75Zn0.25Cr2S4,139.2
Fe0.7B0.3,1065.15
Fe0.7Co0.3Si,52.0
Fe0.7Nb0.1Zr0.1Ti0.1,923.15
Fe0.7Si0.3,690.0
Fe0.7V0.3BO3,30.0
Fe0.85Ge0.15,800.0
Fe0.86Cr0.14Si6B14,291.0
Fe0.86Se,443.0
Fe0.875Zn0.125Cr2S4,158.5
Fe0.87V0.13BO3,325.0
Fe0.88Cr0.12Si6B14,345.0
Fe0.88ZnSb,275.0
Fe0.89Se,320.0
Fe0.8B0.2,1063.15
Fe0.8Ga1.2O3,100.0
Fe0.90Co0.10Ge,269.4
Fe0.90Cr0.10Si6B14,401.0
Fe0.95Co0.05Ge,274.2
Fe0.95MnP0.67Si0.33,130.0
Fe0.975Ni0.025P,313.0
Fe0.98C0.02,1000.0
Fe0.98Co0.02Si2,1094.15
Fe0.9B0.1,1066.15
Fe0.9Co0.1Nb2B14Cu1,1150.0
Fe0.9Co0.1Si,24.0
Fe0.9PS3(Phen)0.4,15.0
Fe0.9Rh0.1Si,13.0
Fe0.9Ru0.1Si,14.0
Fe0.9Ti0.1,1033.0
